"","estimate","p_values","r_squared","adj_r_squared","f_statistic","f_p_value","standardized_betas","net"
"(Intercept)",0.223686291667685,0.8149,0.0748939702598402,-0.117836452602693,0.38859443749189,0.851676157305844,0.0523396004452448,1
"total_sleep_duration",2.5384341200374e-06,1,0.0748939702598402,-0.117836452602693,0.38859443749189,0.851676157305844,0.117448634031186,1
"awake_time",-2.03919461891489e-06,1,0.0748939702598402,-0.117836452602693,0.38859443749189,0.851676157305844,-0.0808150308002627,1
"restless_sleep",0.000261104482201852,0.5803,0.0748939702598402,-0.117836452602693,0.38859443749189,0.851676157305844,0.12429499094096,1
"steps",2.71633927318397e-06,1,0.0748939702598402,-0.117836452602693,0.38859443749189,0.851676157305844,0.0979241557824153,1
"inactive_time",1.11874521907072e-06,0.7599,0.0748939702598402,-0.117836452602693,0.38859443749189,0.851676157305844,0.081532813938661,1
"(Intercept)1",0.087906624033935,1,0.158637928592561,-0.0166458362839892,0.905034922682584,0.494048748449755,-0.123589753724245,2
"total_sleep_duration1",7.32845747639833e-06,1,0.158637928592561,-0.0166458362839892,0.905034922682584,0.494048748449755,0.285730549241601,2
"awake_time1",-5.56420667501465e-07,1,0.158637928592561,-0.0166458362839892,0.905034922682584,0.494048748449755,-0.0185822692940939,2
"restless_sleep1",3.18688785700617e-05,1,0.158637928592561,-0.0166458362839892,0.905034922682584,0.494048748449755,0.0127840397290871,2
"steps1",8.94834069387821e-06,1,0.158637928592561,-0.0166458362839892,0.905034922682584,0.494048748449755,0.271838124060246,2
"inactive_time1",-1.5836859703279e-06,0.6854,0.158637928592561,-0.0166458362839892,0.905034922682584,0.494048748449755,-0.0972595685520286,2
"(Intercept)2",0.847403389872705,0.0044,0.326086530948171,0.185687891562373,2.32257614728107,0.0743701368508539,1.35286952358593,3
"total_sleep_duration2",-3.05304966447015e-06,1,0.326086530948171,0.185687891562373,2.32257614728107,0.0743701368508539,-0.116079715881222,3
"awake_time2",-1.37523546489908e-05,1,0.326086530948171,0.185687891562373,2.32257614728107,0.0743701368508539,-0.447868918162789,3
"restless_sleep2",0.00025463519772659,0.6303,0.326086530948171,0.185687891562373,2.32257614728107,0.0743701368508539,0.09960889650669,3
"steps2",-1.60728616865338e-05,1,0.326086530948171,0.185687891562373,2.32257614728107,0.0743701368508539,-0.476145215423166,3
"inactive_time2",-7.56347351750154e-06,0.0398,0.326086530948171,0.185687891562373,2.32257614728107,0.0743701368508539,-0.452963203443829,3
