"","estimate","p_values","r_squared","adj_r_squared","f_statistic","f_p_value","standardized_betas","net"
"(Intercept)",0.848638978606384,0.4468,0.183406323699595,0.0132826411370112,1.07807637911979,0.397310033661034,0.843111555990272,1
"total_sleep_duration",-1.91336756696344e-07,1,0.183406323699595,0.0132826411370112,1.07807637911979,0.397310033661034,-0.14840477201917,1
"awake_time",-4.48339363161164e-07,1,0.183406323699595,0.0132826411370112,1.07807637911979,0.397310033661034,-0.297856938596366,1
"restless_sleep",2.55056936133341e-05,0.3549,0.183406323699595,0.0132826411370112,1.07807637911979,0.397310033661034,0.20353721269829,1
"steps",7.73942618497675e-08,1,0.183406323699595,0.0132826411370112,1.07807637911979,0.397310033661034,0.0467715723797728,1
"inactive_time",1.60640251779489e-07,0.418,0.183406323699595,0.0132826411370112,1.07807637911979,0.397310033661034,0.196256025606198,1
"(Intercept)1",0.862624258144892,0.4703,0.141142049087199,-0.0377866906863011,0.788817097051407,0.568024572950802,0.87260823454926,2
"total_sleep_duration1",1.82880688286286e-07,1,0.141142049087199,-0.0377866906863011,0.788817097051407,0.568024572950802,0.131072012272969,2
"awake_time1",1.3400022443444e-07,1,0.141142049087199,-0.0377866906863011,0.788817097051407,0.568024572950802,0.0822619571716218,2
"restless_sleep1",-2.11535311199157e-05,0.4981,0.141142049087199,-0.0377866906863011,0.788817097051407,0.568024572950802,-0.155984778133819,2
"steps1",-6.43978220315193e-07,1,0.141142049087199,-0.0377866906863011,0.788817097051407,0.568024572950802,-0.359614379282437,2
"inactive_time1",-9.33526000745994e-08,0.6716,0.141142049087199,-0.0377866906863011,0.788817097051407,0.568024572950802,-0.105387160533969,2
"(Intercept)2",0.86117872085108,0.5475,0.136740686611235,-0.0431050036780904,0.76032228735231,0.587160037420588,0.868622798133012,3
"total_sleep_duration2",-3.0899289837828e-07,1,0.136740686611235,-0.0431050036780904,0.76032228735231,0.587160037420588,-0.1958437549672,3
"awake_time2",-2.91841838751076e-07,1,0.136740686611235,-0.0431050036780904,0.76032228735231,0.587160037420588,-0.158438300432991,3
"restless_sleep2",3.02461279149399e-05,0.4009,0.136740686611235,-0.0431050036780904,0.76032228735231,0.587160037420588,0.197236932778062,3
"steps2",2.72322076425089e-07,1,0.136740686611235,-0.0431050036780904,0.76032228735231,0.587160037420588,0.134483136371748,3
"inactive_time2",-2.53756166102054e-07,0.2972,0.136740686611235,-0.0431050036780904,0.76032228735231,0.587160037420588,-0.253336052405595,3
