"","estimate","p_values","r_squared","adj_r_squared","f_statistic","f_p_value","standardized_betas","net"
"(Intercept)",0.485041311820577,0.974,0.128822336685108,-0.0526730098388284,0.709783138534179,0.621939235284164,0.33280628886482,1
"total_sleep_duration",5.09234801788713e-08,1,0.128822336685108,-0.0526730098388284,0.709783138534179,0.621939235284164,0.00457149346354808,1
"awake_time",7.20761179778369e-07,1,0.128822336685108,-0.0526730098388284,0.709783138534179,0.621939235284164,0.0554220782535596,1
"restless_sleep",0.000192750982707526,0.4265,0.128822336685108,-0.0526730098388284,0.709783138534179,0.621939235284164,0.178030271514036,1
"steps",2.11160309864419e-06,1,0.128822336685108,-0.0526730098388284,0.709783138534179,0.621939235284164,0.147698494099186,1
"inactive_time",2.46289420350244e-06,0.1722,0.128822336685108,-0.0526730098388284,0.709783138534179,0.621939235284164,0.348261085204006,1
"(Intercept)1",0.459981961586031,1,0.183206354784079,0.0130410120307624,1.07663729769973,0.398046334566109,0.301118717078872,2
"total_sleep_duration1",3.90574578409966e-06,1,0.183206354784079,0.0130410120307624,1.07663729769973,0.398046334566109,0.306501811249389,2
"awake_time1",2.05829190320634e-06,1,0.183206354784079,0.0130410120307624,1.07663729769973,0.398046334566109,0.13835263379215,2
"restless_sleep1",-0.000212657132966994,0.4587,0.183206354784079,0.0130410120307624,1.07663729769973,0.398046334566109,-0.171698402115721,2
"steps1",6.24700752890619e-06,1,0.183206354784079,0.0130410120307624,1.07663729769973,0.398046334566109,0.381966127659772,2
"inactive_time1",1.17847457383876e-06,0.5398,0.183206354784079,0.0130410120307624,1.07663729769973,0.398046334566109,0.145669441445991,2
"(Intercept)2",0.894884262464074,0.0092,0.29499579024838,0.148119913216792,2.00846998302476,0.113685290164926,1.16928068355142,3
"total_sleep_duration2",-1.94644992341145e-06,1,0.29499579024838,0.148119913216792,2.00846998302476,0.113685290164926,-0.130471687186293,3
"awake_time2",-6.98214838599807e-06,1,0.29499579024838,0.148119913216792,2.00846998302476,0.113685290164926,-0.400879188478436,3
"restless_sleep2",-1.8912456312064e-05,0.9498,0.29499579024838,0.148119913216792,2.00846998302476,0.113685290164926,-0.0130430214241954,3
"steps2",-8.65333090230774e-06,1,0.29499579024838,0.148119913216792,2.00846998302476,0.113685290164926,-0.451939295926481,3
"inactive_time2",-3.01654663331786e-06,0.1539,0.29499579024838,0.148119913216792,2.00846998302476,0.113685290164926,-0.318494731331344,3
