"","estimate","p_values","r_squared","adj_r_squared","f_statistic","f_p_value","standardized_betas","net"
"(Intercept)",0.814333119176681,0.5251,0.172105306411312,-0.000372754752998361,0.997838828019737,0.440110332395516,0.799783993774091,1
"total_sleep_duration",4.17543777970854e-09,1,0.172105306411312,-0.000372754752998361,0.997838828019737,0.440110332395516,0.000703269764316115,1
"awake_time",-2.62743603030227e-06,1,0.172105306411312,-0.000372754752998361,0.997838828019737,0.440110332395516,-0.379056085852428,1
"restless_sleep",3.76199016804015e-05,0.7635,0.172105306411312,-0.000372754752998361,0.997838828019737,0.440110332395516,0.0651920761892028,1
"steps",8.5355622980463e-07,1,0.172105306411312,-0.000372754752998361,0.997838828019737,0.440110332395516,0.112014905304908,1
"inactive_time",2.51367486383208e-07,0.7819,0.172105306411312,-0.000372754752998361,0.997838828019737,0.440110332395516,0.066688077486443,1
"(Intercept)1",0.844113874978644,0.0172,0.476687760812338,0.367664377648241,4.37234423458362,0.00569665041151593,0.859524146686641,2
"total_sleep_duration1",3.08391668882022e-06,1,0.476687760812338,0.367664377648241,4.37234423458362,0.00569665041151593,0.495181291992802,2
"awake_time1",-3.06572394403797e-06,1,0.476687760812338,0.367664377648241,4.37234423458362,0.00569665041151593,-0.421644102355445,2
"restless_sleep1",5.33679651016124e-05,0.6153,0.476687760812338,0.367664377648241,4.37234423458362,0.00569665041151593,0.0881656597043029,2
"steps1",-3.06742076699051e-07,1,0.476687760812338,0.367664377648241,4.37234423458362,0.00569665041151593,-0.0383759106941961,2
"inactive_time1",-2.3268253110558e-06,0.0027,0.476687760812338,0.367664377648241,4.37234423458362,0.00569665041151593,-0.588497383532581,2
"(Intercept)2",0.853667407158665,0.6291,0.0366184422760326,-0.164086048916461,0.182449540906946,0.966509172713139,0.88298480268785,3
"total_sleep_duration2",5.61457371476796e-07,1,0.0366184422760326,-0.164086048916461,0.182449540906946,0.966509172713139,0.0846165319022249,3
"awake_time2",-2.43667852195262e-07,1,0.0366184422760326,-0.164086048916461,0.182449540906946,0.966509172713139,-0.0314548820711096,3
"restless_sleep2",5.27821922814434e-06,0.9711,0.0366184422760326,-0.164086048916461,0.182449540906946,0.966509172713139,0.00818432909244657,3
"steps2",-1.24039922895939e-06,1,0.0366184422760326,-0.164086048916461,0.182449540906946,0.966509172713139,-0.145654420835731,3
"inactive_time2",-8.37454391686791e-07,0.4474,0.0366184422760326,-0.164086048916461,0.182449540906946,0.966509172713139,-0.198801090840696,3
