"","estimate","p_values","r_squared","adj_r_squared","f_statistic","f_p_value","standardized_betas","net"
"(Intercept)",0.850278457033478,0.2143,0.272281304186208,0.120673242558334,1.79595531571751,0.151805165336533,0.831736989110132,1
"total_sleep_duration",-5.81490163107403e-08,1,0.272281304186208,0.120673242558334,1.79595531571751,0.151805165336533,-0.034566437724258,1
"awake_time",-6.19514374884532e-07,1,0.272281304186208,0.120673242558334,1.79595531571751,0.151805165336533,-0.31543874323185,1
"restless_sleep",4.45189682649961e-05,0.2008,0.272281304186208,0.120673242558334,1.79595531571751,0.151805165336533,0.272279265428719,1
"steps",5.42184018835166e-07,1,0.272281304186208,0.120673242558334,1.79595531571751,0.151805165336533,0.251120816730174,1
"inactive_time",2.09998359842938e-07,0.3733,0.272281304186208,0.120673242558334,1.79595531571751,0.151805165336533,0.196628887112732,1
"(Intercept)1",0.866814045379853,0.4976,0.162090142176844,-0.0124744115363133,0.928539836576381,0.479942154193876,0.864806647335954,2
"total_sleep_duration1",9.25831952727391e-07,1,0.162090142176844,-0.0124744115363133,0.928539836576381,0.479942154193876,0.378479623660207,2
"awake_time1",-5.04231041967617e-07,1,0.162090142176844,-0.0124744115363133,0.928539836576381,0.479942154193876,-0.176559589088112,2
"restless_sleep1",-5.22094601267738e-06,0.9173,0.162090142176844,-0.0124744115363133,0.928539836576381,0.479942154193876,-0.0219592127691131,2
"steps1",-4.57977513721832e-08,1,0.162090142176844,-0.0124744115363133,0.928539836576381,0.479942154193876,-0.0145874117890181,2
"inactive_time1",-4.38599153509048e-07,0.2661,0.162090142176844,-0.0124744115363133,0.928539836576381,0.479942154193876,-0.282421199075505,2
"(Intercept)2",0.880344415062985,0.688,0.0874954240595601,-0.102609695928031,0.460247593885272,0.801755954405421,0.893405360189509,3
"total_sleep_duration2",2.53113967550158e-07,1,0.0874954240595601,-0.102609695928031,0.460247593885272,0.801755954405421,0.100363234010306,3
"awake_time2",2.13597428014103e-07,1,0.0874954240595601,-0.102609695928031,0.460247593885272,0.801755954405421,0.0725447431708411,3
"restless_sleep2",7.30533134614671e-06,0.904,0.0874954240595601,-0.102609695928031,0.460247593885272,0.801755954405421,0.0298027047985816,3
"steps2",-6.56552650632425e-07,1,0.0874954240595601,-0.102609695928031,0.460247593885272,0.801755954405421,-0.202839179256282,3
"inactive_time2",-4.13992118803517e-07,0.3274,0.0874954240595601,-0.102609695928031,0.460247593885272,0.801755954405421,-0.258565022259186,3
