"","estimate","p_values","r_squared","adj_r_squared","f_statistic","f_p_value","standardized_betas","node"
"(Intercept)",0.837219598299002,0.7617,0.175070194092941,0.00320981786230412,1.01867689302621,0.428652046306863,0.789779167477308,1
"total_sleep_duration",5.44943728033257e-08,1,0.175070194092941,0.00320981786230412,1.01867689302621,0.428652046306863,0.0128666936779645,1
"awake_time",-3.91029374829455e-07,1,0.175070194092941,0.00320981786230412,1.01867689302621,0.428652046306863,-0.0790817151102315,1
"restless_sleep",9.10675106043823e-05,0.3344,0.175070194092941,0.00320981786230412,1.01867689302621,0.428652046306863,0.221225912220812,1
"steps",1.0970435281729e-07,1,0.175070194092941,0.00320981786230412,1.01867689302621,0.428652046306863,0.0201819400964882,1
"inactive_time",8.00204589201416e-07,0.2185,0.175070194092941,0.00320981786230412,1.01867689302621,0.428652046306863,0.297601767639724,1
"(Intercept)1",0.881787029476548,0.4608,0.177348336934825,0.00596257379624643,1.03479036815576,0.419956802847429,0.875714468317973,2
"total_sleep_duration1",5.03052132787864e-07,1,0.177348336934825,0.00596257379624643,1.03479036815576,0.419956802847429,0.13578932250718,2
"awake_time1",3.59777961838792e-07,1,0.177348336934825,0.00596257379624643,1.03479036815576,0.419956802847429,0.083183765712448,2
"restless_sleep1",7.84472608080419e-05,0.347,0.177348336934825,0.00596257379624643,1.03479036815576,0.419956802847429,0.217865085522169,2
"steps1",-7.21078236598262e-08,1,0.177348336934825,0.00596257379624643,1.03479036815576,0.419956802847429,-0.0151655709347446,2
"inactive_time1",-6.66465117345003e-07,0.2408,0.177348336934825,0.00596257379624643,1.03479036815576,0.419956802847429,-0.283366963133352,2
"(Intercept)2",0.888969732728168,0.786,0.0744139782270711,-0.118416442975622,0.38590372703097,0.853490978939081,0.892424991471253,3
"total_sleep_duration2",-2.56790121681632e-07,1,0.0744139782270711,-0.118416442975622,0.38590372703097,0.853490978939081,-0.0649367912890805,3
"awake_time2",-5.36133028276439e-07,1,0.0744139782270711,-0.118416442975622,0.38590372703097,0.853490978939081,-0.116127871904125,3
"restless_sleep2",6.11423378529049e-05,0.5117,0.0744139782270711,-0.118416442975622,0.38590372703097,0.853490978939081,0.159078606839545,3
"steps2",6.37612261880114e-07,1,0.0744139782270711,-0.118416442975622,0.38590372703097,0.853490978939081,0.125629873431865,3
"inactive_time2",-4.49329772828283e-07,0.4949,0.0744139782270711,-0.118416442975622,0.38590372703097,0.853490978939081,-0.17897685553116,3
"(Intercept)3",0.927893569159824,0.2964,0.139452665789275,-0.0398280288379596,0.777845412074227,0.575349519256524,0.967440817002655,4
"total_sleep_duration3",1.07804430488499e-07,1,0.139452665789275,-0.0398280288379596,0.777845412074227,0.575349519256524,0.0294130832817366,4
"awake_time3",-1.43546656448367e-06,1,0.139452665789275,-0.0398280288379596,0.777845412074227,0.575349519256524,-0.335465927946321,4
"restless_sleep3",-2.86232636269066e-06,0.9705,0.139452665789275,-0.0398280288379596,0.777845412074227,0.575349519256524,-0.00803489711242157,4
"steps3",-1.25528506426244e-06,1,0.139452665789275,-0.0398280288379596,0.777845412074227,0.575349519256524,-0.266851749470435,4
"inactive_time3",-6.32138756593661e-07,0.2908,0.139452665789275,-0.0398280288379596,0.777845412074227,0.575349519256524,-0.271666148930905,4
"(Intercept)4",0.86630419652576,0.8366,0.101894041317178,-0.0852113667417429,0.544580952385357,0.740717491531182,0.845701068111158,5
"total_sleep_duration4",3.25289430139448e-07,1,0.101894041317178,-0.0852113667417429,0.544580952385357,0.740717491531182,0.085331507685049,5
"awake_time4",4.43573558840887e-07,1,0.101894041317178,-0.0852113667417429,0.544580952385357,0.740717491531182,0.0996681760044934,5
"restless_sleep4",-4.90593967095762e-06,0.9478,0.101894041317178,-0.0852113667417429,0.544580952385357,0.740717491531182,-0.0132409424240972,5
"steps4",1.34735284034845e-06,1,0.101894041317178,-0.0852113667417429,0.544580952385357,0.740717491531182,0.275387713055573,5
"inactive_time4",-6.27347640110251e-08,0.9214,0.101894041317178,-0.0852113667417429,0.544580952385357,0.740717491531182,-0.02592190421603,5
"(Intercept)5",0.894943800662433,0.6874,0.0853837539366291,-0.105161297326573,0.448102710464453,0.810394999150145,0.902172225872924,6
"total_sleep_duration5",-7.60189687567265e-07,1,0.0853837539366291,-0.105161297326573,0.448102710464453,0.810394999150145,-0.190236346210725,6
"awake_time5",-7.75512085360496e-07,1,0.0853837539366291,-0.105161297326573,0.448102710464453,0.810394999150145,-0.166230796254978,6
"restless_sleep5",0.00011392105393353,0.2251,0.0853837539366291,-0.105161297326573,0.448102710464453,0.810394999150145,0.293313966390261,6
"steps5",-6.47803003700443e-07,1,0.0853837539366291,-0.105161297326573,0.448102710464453,0.810394999150145,-0.126310143767803,6
"inactive_time5",-1.21175423595829e-07,0.8483,0.0853837539366291,-0.105161297326573,0.448102710464453,0.810394999150145,-0.0477644998200043,6
"(Intercept)6",0.85219432575068,0.2551,0.306960715450471,0.16257753116932,2.12601430685126,0.0969364773936949,0.815644146687585,7
"total_sleep_duration6",-1.84771490785617e-06,1,0.306960715450471,0.16257753116932,2.12601430685126,0.0969364773936949,-0.441871196081834,7
"awake_time6",4.69467250078009e-07,1,0.306960715450471,0.16257753116932,2.12601430685126,0.0969364773936949,0.0961650858984788,7
"restless_sleep6",4.33327790523571e-05,0.6144,0.306960715450471,0.16257753116932,2.12601430685126,0.0969364773936949,0.106618973881875,7
"steps6",1.37149100122789e-06,1,0.306960715450471,0.16257753116932,2.12601430685126,0.0969364773936949,0.255550915955111,7
"inactive_time6",1.52071978491171e-06,0.0216,0.306960715450471,0.16257753116932,2.12601430685126,0.0969364773936949,0.572834401223094,7
"(Intercept)7",0.889549861649379,0.7048,0.0885862367422162,-0.101291630603155,0.466543246881351,0.797256318177904,0.890611110581681,8
"total_sleep_duration7",-6.60643173924135e-07,1,0.0885862367422162,-0.101291630603155,0.466543246881351,0.797256318177904,-0.16939518598352,8
"awake_time7",-4.09469808792139e-07,1,0.0885862367422162,-0.101291630603155,0.466543246881351,0.797256318177904,-0.0899305792075647,8
"restless_sleep7",6.21699132697552e-05,0.4912,0.0885862367422162,-0.101291630603155,0.466543246881351,0.797256318177904,0.164010480105188,8
"steps7",9.50260125789201e-07,1,0.0885862367422162,-0.101291630603155,0.466543246881351,0.797256318177904,0.189845526499275,8
"inactive_time7",-2.35301507892586e-07,0.7055,0.0885862367422162,-0.101291630603155,0.466543246881351,0.797256318177904,-0.0950337764927254,8
"(Intercept)8",0.906665098016212,0.4725,0.12120585873473,-0.0618762540288678,0.662030041630748,0.655649672886748,0.92789454719145,9
"total_sleep_duration8",4.82722043918327e-07,1,0.12120585873473,-0.0618762540288678,0.662030041630748,0.655649672886748,0.120341648572651,9
