"","estimate","p_values","r_squared","adj_r_squared","f_statistic","f_p_value","standardized_betas","net"
"(Intercept)",0.85490795983034,0.003,0.490469629190053,0.384317468604648,4.6204394379278,0.00428832256786463,0.87206757116547,1
"total_sleep_duration",-4.57676026950072e-07,1,0.490469629190053,0.384317468604648,4.6204394379278,0.00428832256786463,-0.209171823967168,1
"awake_time",-1.93688275901328e-06,1,0.490469629190053,0.384317468604648,4.6204394379278,0.00428832256786463,-0.758227872267202,1
"restless_sleep",6.84359524044889e-06,0.8542,0.490469629190053,0.384317468604648,4.6204394379278,0.00428832256786463,0.032180038603426,1
"steps",3.030329119206e-07,1,0.490469629190053,0.384317468604648,4.6204394379278,0.00428832256786463,0.107909223569304,1
"inactive_time",-9.52486123640367e-08,0.7145,0.490469629190053,0.384317468604648,4.6204394379278,0.00428832256786463,-0.0685682146413273,1
"(Intercept)1",0.864837656130521,0.5371,0.0829812906051954,-0.108064273852056,0.434353400671407,0.820101071545854,0.892352824163961,2
"total_sleep_duration1",-3.90419830320535e-07,1,0.0829812906051954,-0.108064273852056,0.434353400671407,0.820101071545854,-0.133635395467621,2
"awake_time1",-6.12989873785139e-07,1,0.0829812906051954,-0.108064273852056,0.434353400671407,0.820101071545854,-0.179719138453673,2
"restless_sleep1",3.92115474623845e-05,0.5869,0.0829812906051954,-0.108064273852056,0.434353400671407,0.820101071545854,0.138089559130014,2
"steps1",-8.83475906754936e-07,1,0.0829812906051954,-0.108064273852056,0.434353400671407,0.820101071545854,-0.23561779916857,2
"inactive_time1",-4.37471079010206e-07,0.3542,0.0829812906051954,-0.108064273852056,0.434353400671407,0.820101071545854,-0.23586209276378,2
"(Intercept)2",0.873353642318551,0.1703,0.215956787821509,0.05261445195099,1.32211154365208,0.288336570103875,0.907714417211881,3
"total_sleep_duration2",-9.94881620568561e-07,1,0.215956787821509,0.05261445195099,1.32211154365208,0.288336570103875,-0.365920086254376,3
"awake_time2",-4.67475566977352e-07,1,0.215956787821509,0.05261445195099,1.32211154365208,0.288336570103875,-0.147273684350635,3
"restless_sleep2",3.03620622606825e-05,0.6058,0.215956787821509,0.05261445195099,1.32211154365208,0.288336570103875,0.11489558341925,3
"steps2",1.40840257835254e-07,1,0.215956787821509,0.05261445195099,1.32211154365208,0.288336570103875,0.0403613238986204,3
"inactive_time2",-5.28817424813463e-07,0.1865,0.215956787821509,0.05261445195099,1.32211154365208,0.288336570103875,-0.306365434200158,3
