"","estimate","p_values","r_squared","adj_r_squared","f_statistic","f_p_value","standardized_betas","net"
"(Intercept)",0.260939635358006,0.8093,0.0633565925761221,-0.131777450637186,0.324682415906612,0.893122888163956,0.11927221793871,1
"total_sleep_duration",5.15776115876333e-06,1,0.0633565925761221,-0.131777450637186,0.324682415906612,0.893122888163956,0.259122525210694,1
"awake_time",3.75490969011287e-06,1,0.0633565925761221,-0.131777450637186,0.324682415906612,0.893122888163956,0.161582688185508,1
"restless_sleep",-0.00021771891922185,0.6497,0.0633565925761221,-0.131777450637186,0.324682415906612,0.893122888163956,-0.112537518921883,1
"steps",2.54864715863555e-06,1,0.0633565925761221,-0.131777450637186,0.324682415906612,0.893122888163956,0.0997648157070569,1
"inactive_time",8.40445862760949e-07,0.8065,0.0633565925761221,-0.131777450637186,0.324682415906612,0.893122888163956,0.0665078408894808,1
"(Intercept)1",0.236998800922036,0.6668,0.219340423954951,0.0567030122788986,1.34864679469839,0.2782877764276,0.146652867654101,2
"total_sleep_duration1",5.61417432388313e-06,1,0.219340423954951,0.0567030122788986,1.34864679469839,0.2782877764276,0.221214006726596,2
"awake_time1",-6.89890786030041e-06,1,0.219340423954951,0.0567030122788986,1.34864679469839,0.2782877764276,-0.23284046924527,2
"restless_sleep1",3.13163049397268e-05,0.9538,0.219340423954951,0.0567030122788986,1.34864679469839,0.2782877764276,0.0126956361721484,2
"steps1",1.0702032770229e-05,1,0.219340423954951,0.0567030122788986,1.34864679469839,0.2782877764276,0.328561562108135,2
"inactive_time1",-3.75652187805731e-06,0.303,0.219340423954951,0.0567030122788986,1.34864679469839,0.2782877764276,-0.233148065498046,2
"(Intercept)2",0.645904309233444,0.0801,0.137633599234961,-0.0420260675910888,0.76607956402491,0.583264780897916,0.921634762257738,3
"total_sleep_duration2",2.92384793111101e-06,1,0.137633599234961,-0.0420260675910888,0.76607956402491,0.583264780897916,0.125443421789522,3
"awake_time2",-4.2235603326051e-06,1,0.137633599234961,-0.0420260675910888,0.76607956402491,0.583264780897916,-0.155211253355152,3
"restless_sleep2",-0.000226653715043237,0.6532,0.137633599234961,-0.0420260675910888,0.76607956402491,0.583264780897916,-0.100049098331721,3
"steps2",-1.00718851350038e-05,1,0.137633599234961,-0.0420260675910888,0.76607956402491,0.583264780897916,-0.336687989873613,3
"inactive_time2",-4.85790831644001e-06,0.179,0.137633599234961,-0.0420260675910888,0.76607956402491,0.583264780897916,-0.328292975554501,3
