"","estimate","p_values","r_squared","adj_r_squared","f_statistic","f_p_value","standardized_betas","net"
"(Intercept)",0.386732980940083,0.9457,0.107621545224702,-0.0782906328534847,0.578883784468606,0.715703689107548,0.218994718837495,1
"total_sleep_duration",4.22678800958464e-07,1,0.107621545224702,-0.0782906328534847,0.578883784468606,0.715703689107548,0.0313375196015629,1
"awake_time",5.27225030953567e-07,1,0.107621545224702,-0.0782906328534847,0.578883784468606,0.715703689107548,0.0334812424429409,1
"restless_sleep",0.000227898016215334,0.4418,0.107621545224702,-0.0782906328534847,0.578883784468606,0.715703689107548,0.173840884520356,1
"steps",2.27905901395779e-06,1,0.107621545224702,-0.0782906328534847,0.578883784468606,0.715703689107548,0.131653822356464,1
"inactive_time",2.42457659604485e-06,0.2774,0.107621545224702,-0.0782906328534847,0.578883784468606,0.715703689107548,0.28314521457533,1
"(Intercept)1",0.348499065127022,0.8826,0.150246728793793,-0.0267852027075004,0.848698466540175,0.529054455485767,0.188441102604275,2
"total_sleep_duration1",4.43597807032044e-06,1,0.150246728793793,-0.0267852027075004,0.848698466540175,0.529054455485767,0.283829236865704,2
"awake_time1",1.26198314377048e-06,1,0.150246728793793,-0.0267852027075004,0.848698466540175,0.529054455485767,0.0691628189419173,2
"restless_sleep1",-0.000133094175319499,0.7125,0.150246728793793,-0.0267852027075004,0.848698466540175,0.529054455485767,-0.087616119612303,2
"steps1",6.65224527509754e-06,1,0.150246728793793,-0.0267852027075004,0.848698466540175,0.529054455485767,0.331634529495969,2
"inactive_time1",3.39523560750403e-07,0.8855,0.150246728793793,-0.0267852027075004,0.848698466540175,0.529054455485767,0.0342181732932682,2
"(Intercept)2",0.90785362573574,0.0037,0.359908007888344,0.226555509531749,2.69892212237315,0.0451010008043891,1.29169474545897,3
"total_sleep_duration2",-1.93870725005585e-06,1,0.359908007888344,0.226555509531749,2.69892212237315,0.0451010008043891,-0.0995374538540686,3
"awake_time2",-9.74513138875746e-06,1,0.359908007888344,0.226555509531749,2.69892212237315,0.0451010008043891,-0.428561728219284,3
"restless_sleep2",-8.58379682589568e-06,1,0.359908007888344,0.226555509531749,2.69892212237315,0.0451010008043891,-0.00453430729015806,3
"steps2",-1.30318588345886e-05,1,0.359908007888344,0.226555509531749,2.69892212237315,0.0451010008043891,-0.521320027805014,3
"inactive_time2",-4.55578152400084e-06,0.0864,0.359908007888344,0.226555509531749,2.69892212237315,0.0451010008043891,-0.36843115490759,3
