"","estimate","p_values","r_squared","adj_r_squared","f_statistic","f_p_value","standardized_betas","net"
"(Intercept)",0.891611383938286,0.2371,0.172793464798406,0.000458769964740702,1.00266208708109,0.437436733054276,0.940296458245589,1
"total_sleep_duration",4.81257609054513e-07,1,0.172793464798406,0.000458769964740702,1.00266208708109,0.437436733054276,0.0840576819892372,1
"awake_time",-1.76968698122895e-06,1,0.172793464798406,0.000458769964740702,1.00266208708109,0.437436733054276,-0.264757120644179,1
"restless_sleep",-0.000167337068707917,0.2076,0.172793464798406,0.000458769964740702,1.00266208708109,0.437436733054276,-0.300710909313765,1
"steps",1.36354564221967e-06,1,0.172793464798406,0.000458769964740702,1.00266208708109,0.437436733054276,0.185563788278312,1
"inactive_time",-9.04517778149353e-07,0.3605,0.172793464798406,0.000458769964740702,1.00266208708109,0.437436733054276,-0.248849099314993,1
"(Intercept)1",0.874551563768202,0.1437,0.249629591091898,0.0933024225693764,1.59684073760944,0.199053381985951,0.905912444484624,2
"total_sleep_duration1",2.00277084422399e-06,1,0.249629591091898,0.0933024225693764,1.59684073760944,0.199053381985951,0.3609037813715,2
"awake_time1",-1.23805698390803e-06,1,0.249629591091898,0.0933024225693764,1.59684073760944,0.199053381985951,-0.191096265171644,2
"restless_sleep1",-0.000240914668843057,0.0396,0.249629591091898,0.0933024225693764,1.59684073760944,0.199053381985951,-0.446663682941991,2
"steps1",1.49933863001271e-06,1,0.249629591091898,0.0933024225693764,1.59684073760944,0.199053381985951,0.210515293754119,2
"inactive_time1",-1.0469490276046e-06,0.2084,0.249629591091898,0.0933024225693764,1.59684073760944,0.199053381985951,-0.297169939142447,2
"(Intercept)2",0.883142257393507,0.2094,0.179221125505745,0.00822552665277554,1.04810373312502,0.412881124969738,0.923669936158826,3
"total_sleep_duration2",8.16310975198642e-07,1,0.179221125505745,0.00822552665277554,1.04810373312502,0.412881124969738,0.229738489377876,3
"awake_time2",-9.82465245291492e-07,1,0.179221125505745,0.00822552665277554,1.04810373312502,0.412881124969738,-0.236835453018407,3
"restless_sleep2",-7.40650628908241e-05,0.3447,0.179221125505745,0.00822552665277554,1.04810373312502,0.412881124969738,-0.214461207969644,3
"steps2",-1.0430456543508e-07,1,0.179221125505745,0.00822552665277554,1.04810373312502,0.412881124969738,-0.0228720553523793,3
"inactive_time2",-1.10371381041254e-06,0.0491,0.179221125505745,0.00822552665277554,1.04810373312502,0.412881124969738,-0.489275836110476,3
