"","estimate","p_values","r_squared","adj_r_squared","f_statistic","f_p_value","standardized_betas","net"
"(Intercept)",0.869148281132943,0.4373,0.194089055727684,0.0261909423376188,1.15599307108813,0.359129732419813,0.857461990115197,1
"total_sleep_duration",-2.66049315716541e-07,1,0.194089055727684,0.0261909423376188,1.15599307108813,0.359129732419813,-0.223736164433961,1
"awake_time",-2.13798730160442e-07,1,0.194089055727684,0.0261909423376188,1.15599307108813,0.359129732419813,-0.154003487787921,1
"restless_sleep",4.30000719861003e-05,0.1132,0.194089055727684,0.0261909423376188,1.15599307108813,0.359129732419813,0.372049265399797,1
"steps",3.54630258636414e-07,1,0.194089055727684,0.0261909423376188,1.15599307108813,0.359129732419813,0.232366534495934,1
"inactive_time",1.63141053936735e-07,0.3364,0.194089055727684,0.0261909423376188,1.15599307108813,0.359129732419813,0.216100848185014,1
"(Intercept)1",0.882478384953233,0.7079,0.108017472831299,-0.0778122203288474,0.581271329648111,0.713964619488288,0.884052153413348,2
"total_sleep_duration1",5.52620235762414e-07,1,0.108017472831299,-0.0778122203288474,0.581271329648111,0.713964619488288,0.340955083716328,2
"awake_time1",-1.70242292596353e-07,1,0.108017472831299,-0.0778122203288474,0.581271329648111,0.713964619488288,-0.0899682428520593,2
"restless_sleep1",-1.25811635549517e-05,0.7345,0.108017472831299,-0.0778122203288474,0.581271329648111,0.713964619488288,-0.0798635150677227,2
"steps1",-1.5645879882836e-07,1,0.108017472831299,-0.0778122203288474,0.581271329648111,0.713964619488288,-0.0752132106705875,2
"inactive_time1",-2.59486065470215e-07,0.3302,0.108017472831299,-0.0778122203288474,0.581271329648111,0.713964619488288,-0.252175907812527,2
"(Intercept)2",0.893425819091753,0.6154,0.106368910301188,-0.079804233386064,0.571344009100876,0.721198266373789,0.9066205322627,3
"total_sleep_duration2",7.56586721984131e-08,1,0.106368910301188,-0.079804233386064,0.571344009100876,0.721198266373789,0.0374626306310584,3
"awake_time2",1.06635501380446e-07,1,0.106368910301188,-0.079804233386064,0.571344009100876,0.721198266373789,0.045226477452628,3
"restless_sleep2",1.92616511166454e-05,0.6932,0.106368910301188,-0.079804233386064,0.571344009100876,0.721198266373789,0.0981274004425486,3
"steps2",-6.16213952054866e-07,1,0.106368910301188,-0.079804233386064,0.571344009100876,0.721198266373789,-0.237735934821015,3
"inactive_time2",-3.75285802354741e-07,0.2602,0.106368910301188,-0.079804233386064,0.571344009100876,0.721198266373789,-0.292698741618719,3
