"","estimate","p_values","r_squared","adj_r_squared","f_statistic","f_p_value","standardized_betas","net"
"(Intercept)",0.767648135523253,0.0057,0.298972550909379,0.218084768322,3.69613977965601,0.0243639719557667,0.89948966831282,1
"total_sleep_duration",-2.58118035288098e-06,1,0.298972550909379,0.218084768322,3.69613977965601,0.0243639719557667,-0.262517733580525,1
"awake_time",-3.83266355724678e-06,1,0.298972550909379,0.218084768322,3.69613977965601,0.0243639719557667,-0.333881522739932,1
"restless_sleep",-0.000268794106971044,0.1551,0.298972550909379,0.218084768322,3.69613977965601,0.0243639719557667,-0.281266018082487,1
"(Intercept)1",0.649512796595328,0.3592,0.0363858760321245,-0.0748003690410919,0.327251594908744,0.805641968696928,0.684469155800885,2
"total_sleep_duration1",-2.9272383846888e-06,1,0.0363858760321245,-0.0748003690410919,0.327251594908744,0.805641968696928,-0.228797444711906,2
"awake_time1",-2.03522944270757e-07,1,0.0363858760321245,-0.0748003690410919,0.327251594908744,0.805641968696928,-0.0136256694180286,2
"restless_sleep1",0.00014785277443005,0.6232,0.0363858760321245,-0.0748003690410919,0.327251594908744,0.805641968696928,0.118899432895616,2
"(Intercept)2",0.669168785161019,0.3007,0.0367782933225695,-0.0743626728325189,0.330915724371591,0.803031349504843,0.737892396083761,3
"total_sleep_duration2",-3.29868245112728e-06,1,0.0367782933225695,-0.0743626728325189,0.330915724371591,0.803031349504843,-0.201748163663428,3
"awake_time2",-1.30080400663237e-07,1,0.0367782933225695,-0.0743626728325189,0.330915724371591,0.803031349504843,-0.0068144740045482,3
"restless_sleep2",2.71725434761303e-05,0.9438,0.0367782933225695,-0.0743626728325189,0.330915724371591,0.803031349504843,0.017098444344015,3
"(Intercept)3",0.631621822677342,0.3104,0.15797134897958,0.060814196938762,1.62593638925534,0.207536032387817,0.644486782609587,4
"total_sleep_duration3",2.5483766902512e-06,1,0.15797134897958,0.060814196938762,1.62593638925534,0.207536032387817,0.180160638652166,4
"awake_time3",5.44871352944315e-06,1,0.15797134897958,0.060814196938762,1.62593638925534,0.207536032387817,0.329945079971973,4
"restless_sleep3",-0.000438546737468618,0.1664,0.15797134897958,0.060814196938762,1.62593638925534,0.207536032387817,-0.318984367152513,4
