"","estimate","p_values","r_squared","adj_r_squared","f_statistic","f_p_value","standardized_betas"
"(Intercept)",0.170545751155994,0.6388,0.0706572676051212,-0.0365745861327493,0.658920508619049,0.584729791244657,0.166553982122966
"total_sleep_duration",7.89656884234142e-07,1,0.0706572676051212,-0.0365745861327493,0.658920508619049,0.584729791244657,0.296717328570292
"awake_time",2.61487317333114e-08,1,0.0706572676051212,-0.0365745861327493,0.658920508619049,0.584729791244657,0.00841601511423722
"restless_sleep",-6.47807814720724e-05,0.2555,0.0706572676051212,-0.0365745861327493,0.658920508619049,0.584729791244657,-0.250442421053923
