"","estimate","p_values","r_squared","adj_r_squared","f_statistic","f_p_value","standardized_betas","net"
"(Intercept)",0.577950288884869,0.0075,0.247195694632666,0.160333659397973,2.84584276623001,0.0570699866197947,0.75606021994451,1
"total_sleep_duration",-4.05894242779425e-06,1,0.247195694632666,0.160333659397973,2.84584276623001,0.0570699866197947,-0.279708249644715,1
"awake_time",-5.34491047786156e-06,1,0.247195694632666,0.160333659397973,2.84584276623001,0.0570699866197947,-0.315488993571402,1
"restless_sleep",-0.000299651299108768,0.2825,0.247195694632666,0.160333659397973,2.84584276623001,0.0570699866197947,-0.212454422310025,1
"(Intercept)1",0.37805944041689,0.2683,0.0443724106778144,-0.0658923111670533,0.402417109800924,0.75244966547118,0.441924814318284,2
"total_sleep_duration1",-5.10088851646183e-06,1,0.0443724106778144,-0.0658923111670533,0.402417109800924,0.75244966547118,-0.237158848560369,2
"awake_time1",-3.23275944864152e-06,1,0.0443724106778144,-0.0658923111670533,0.402417109800924,0.75244966547118,-0.128741416694659,2
"restless_sleep1",0.000302214877549254,0.5487,0.0443724106778144,-0.0658923111670533,0.402417109800924,0.75244966547118,0.144566134202759,2
"(Intercept)2",0.386779170343463,0.2789,0.0278452890325888,-0.0843264083867279,0.248238099923713,0.861833019262554,0.493122805808862,3
"total_sleep_duration2",-2.5291214824198e-06,1,0.0278452890325888,-0.0843264083867279,0.248238099923713,0.861833019262554,-0.0945447176382306,3
"awake_time2",-3.70696694612259e-06,1,0.0278452890325888,-0.0843264083867279,0.248238099923713,0.861833019262554,-0.118696437672449,3
"restless_sleep2",-0.000157348097131382,0.8023,0.0278452890325888,-0.0843264083867279,0.248238099923713,0.861833019262554,-0.0605182415216377,3
"(Intercept)3",0.32726522276245,0.469,0.140358572163409,0.0411691766438023,1.41505623084137,0.260847446154282,0.324097029195405,4
"total_sleep_duration3",5.05366604328396e-06,1,0.140358572163409,0.0411691766438023,1.41505623084137,0.260847446154282,0.206915504574962,4
"awake_time3",9.12292025305256e-06,1,0.140358572163409,0.0411691766438023,1.41505623084137,0.260847446154282,0.319942376476595,4
"restless_sleep3",-0.000701162363292498,0.194,0.140358572163409,0.0411691766438023,1.41505623084137,0.260847446154282,-0.29536723501997,4
