"","estimate","p_values","r_squared","adj_r_squared","f_statistic","f_p_value","standardized_betas"
"(Intercept)",0.182657794322289,0.4077,0.0735057175117997,-0.0333974689291465,0.687591455025568,0.567778092050466,0.190835107757892
"total_sleep_duration",4.6030741625367e-07,1,0.0735057175117997,-0.0333974689291465,0.687591455025568,0.567778092050466,0.0634083531223153
"awake_time",1.98712442319e-06,1,0.0735057175117997,-0.0333974689291465,0.687591455025568,0.567778092050466,0.234463344414041
"restless_sleep",-0.000126990950611879,0.433,0.0735057175117997,-0.0333974689291465,0.687591455025568,0.567778092050466,-0.17998176320076
