"","estimate","p_values","r_squared","adj_r_squared","f_statistic","f_p_value","standardized_betas"
"(Intercept)",0.161737641395408,0.7068,0.102911337565178,-0.000598892715762966,0.994214168839761,0.411049624661762,0.15443732688497
"total_sleep_duration",7.69080120666143e-07,1,0.102911337565178,-0.000598892715762966,0.994214168839761,0.411049624661762,0.383368306481022
"awake_time",7.74162487980241e-08,1,0.102911337565178,-0.000598892715762966,0.994214168839761,0.411049624661762,0.0330543131522845
"restless_sleep",-4.81579914816246e-05,0.2527,0.102911337565178,-0.000598892715762966,0.994214168839761,0.411049624661762,-0.246984792015473
