"","estimate","p_values","r_squared","adj_r_squared","f_statistic","f_p_value","standardized_betas","net"
"(Intercept)",0.806797615557245,0.6722,0.0619089061452235,-0.046332373914943,0.5719528271544,0.638514457330596,0.798268777478878,1
"total_sleep_duration",1.7912341369779e-07,1,0.0619089061452235,-0.046332373914943,0.5719528271544,0.638514457330596,0.0244197911718361,1
"awake_time",-1.90469311673527e-06,1,0.0619089061452235,-0.046332373914943,0.5719528271544,0.638514457330596,-0.222415983381353,1
"restless_sleep",5.97935557165181e-05,0.7114,0.0619089061452235,-0.046332373914943,0.5719528271544,0.638514457330596,0.0838689478888557,1
"(Intercept)1",0.835515394828184,0.5585,0.0434165640983505,-0.0669584477364553,0.393355011941747,0.758806547993067,0.845711235218862,2
"total_sleep_duration1",-1.84607848642112e-06,1,0.0434165640983505,-0.0669584477364553,0.393355011941747,0.758806547993067,-0.213748352388468,2
"awake_time1",-1.15173224284886e-06,1,0.0434165640983505,-0.0669584477364553,0.393355011941747,0.758806547993067,-0.114223518151135,2
"restless_sleep1",0.000169529459771115,0.4412,0.0434165640983505,-0.0669584477364553,0.393355011941747,0.758806547993067,0.201955190273759,2
"(Intercept)2",0.793413707580117,0.8308,0.0439644022620433,-0.0663473974769517,0.39854668644756,0.755162269353363,0.770345602220738,3
"total_sleep_duration2",3.28786743240147e-07,1,0.0439644022620433,-0.0663473974769517,0.39854668644756,0.755162269353363,0.0357095695773634,3
"awake_time2",-1.58400746408123e-06,1,0.0439644022620433,-0.0663473974769517,0.39854668644756,0.755162269353363,-0.147359769555796,3
"restless_sleep2",0.000105685057548622,0.5983,0.0439644022620433,-0.0663473974769517,0.39854668644756,0.755162269353363,0.11809761627768,3
"(Intercept)3",0.782121878844038,0.2526,0.225252767347465,0.135858855887557,2.51977750686621,0.0800042029729809,0.748009008430443,4
"total_sleep_duration3",2.93131610115277e-06,1,0.225252767347465,0.135858855887557,2.51977750686621,0.0800042029729809,0.456542858431536,4
"awake_time3",2.80634203803775e-06,1,0.225252767347465,0.135858855887557,2.51977750686621,0.0800042029729809,0.374378495664131,4
"restless_sleep3",-0.000205049673233297,0.1148,0.225252767347465,0.135858855887557,2.51977750686621,0.0800042029729809,-0.328575523161028,4
