"","estimate","p_values","r_squared","adj_r_squared","f_statistic","f_p_value","standardized_betas","net"
"(Intercept)",0.870151897525708,0.78,0.0558156419105659,-0.0531287070997533,0.512331685099876,0.677338286065327,0.862118443175935,1
"total_sleep_duration",1.12116708448902e-07,1,0.0558156419105659,-0.0531287070997533,0.512331685099876,0.677338286065327,0.0612256122349655,1
"awake_time",-2.09290686450822e-07,1,0.0558156419105659,-0.0531287070997533,0.512331685099876,0.677338286065327,-0.0978958074331464,1
"restless_sleep",3.01083410557179e-05,0.4555,0.0558156419105659,-0.0531287070997533,0.512331685099876,0.677338286065327,0.1691635734792,1
"(Intercept)1",0.880170071469457,1,0.0229414383020677,-0.0897960880476938,0.203494249385012,0.89303021071036,0.880001464704248,2
"total_sleep_duration1",-2.37086224612732e-07,1,0.0229414383020677,-0.0897960880476938,0.203494249385012,0.89303021071036,-0.145944510715948,2
"awake_time1",-5.91638263784919e-08,1,0.0229414383020677,-0.0897960880476938,0.203494249385012,0.89303021071036,-0.031195294553697,2
"restless_sleep1",2.68962464749181e-05,0.4914,0.0229414383020677,-0.0897960880476938,0.203494249385012,0.89303021071036,0.170345374855246,2
"(Intercept)2",0.875483498833643,0.4408,0.107311065408535,0.0043084960325962,1.04182901512749,0.390581883392921,0.871273297212562,3
"total_sleep_duration2",-1.07362099388705e-07,1,0.107311065408535,0.0043084960325962,1.04182901512749,0.390581883392921,-0.0625771302493041,3
"awake_time2",-5.08136247799936e-07,1,0.107311065408535,0.0043084960325962,1.04182901512749,0.390581883392921,-0.2536858340864,3
"restless_sleep2",4.13155021428893e-05,0.2532,0.107311065408535,0.0043084960325962,1.04182901512749,0.390581883392921,0.247762120564054,3
"(Intercept)3",0.863201358291845,0.2142,0.187531431430609,0.093785058134141,2.00041265423197,0.138636140343702,0.847439057670175,4
"total_sleep_duration3",2.84711344155265e-07,1,0.187531431430609,0.093785058134141,2.00041265423197,0.138636140343702,0.170246272052705,4
"awake_time3",6.62593491691669e-07,1,0.187531431430609,0.093785058134141,2.00041265423197,0.138636140343702,0.339368397458471,4
"restless_sleep3",3.04970880611339e-05,0.3744,0.187531431430609,0.093785058134141,2.00041265423197,0.138636140343702,0.18762402105105,4
