"","estimate","p_values","r_squared","adj_r_squared","f_statistic","f_p_value","standardized_betas","net"
"(Intercept)",0.828927649928194,0.5503,0.101108166086761,-0.00261012244168923,0.974834501429578,0.419663596608471,0.816569291863706,1
"total_sleep_duration",-4.88635721418154e-07,1,0.101108166086761,-0.00261012244168923,0.974834501429578,0.419663596608471,-0.157915086713897,1
"awake_time",4.10499429538538e-07,1,0.101108166086761,-0.00261012244168923,0.974834501429578,0.419663596608471,0.11363244758849,1
"restless_sleep",0.000100903575878837,0.1416,0.101108166086761,-0.00261012244168923,0.974834501429578,0.419663596608471,0.335507470079693,1
"(Intercept)1",0.856003928412628,0.3796,0.078467153934492,-0.0278635590730667,0.737953802011222,0.5389593725911,0.870694547069756,2
"total_sleep_duration1",-1.36795675753034e-06,1,0.078467153934492,-0.0278635590730667,0.737953802011222,0.5389593725911,-0.327079349552173,2
"awake_time1",5.7656270083359e-08,1,0.078467153934492,-0.0278635590730667,0.737953802011222,0.5389593725911,0.0118080638430993,2
"restless_sleep1",7.37027822789063e-05,0.4102,0.078467153934492,-0.0278635590730667,0.737953802011222,0.5389593725911,0.181310044912369,2
"(Intercept)2",0.855745646241657,0.4348,0.0776398039019137,-0.0287863725709425,0.729517929470253,0.543701128041985,0.867723603550731,3
"total_sleep_duration2",-1.00015460960376e-06,1,0.0776398039019137,-0.0287863725709425,0.729517929470253,0.543701128041985,-0.339580872812232,3
"awake_time2",-2.69243251941011e-07,1,0.0776398039019137,-0.0287863725709425,0.729517929470253,0.543701128041985,-0.0783018998528457,3
"restless_sleep2",5.44085665329153e-05,0.3983,0.0776398039019137,-0.0287863725709425,0.729517929470253,0.543701128041985,0.19006431717388,3
"(Intercept)3",0.81617917268619,0.0923,0.263269089115161,0.178261676320756,3.09701331284946,0.0441812804542353,0.790490648995631,4
"total_sleep_duration3",1.23635405232654e-06,1,0.263269089115161,0.178261676320756,3.09701331284946,0.0441812804542353,0.482819132676378,4
"awake_time3",1.21617214891289e-06,1,0.263269089115161,0.178261676320756,3.09701331284946,0.0441812804542353,0.406806666582942,4
"restless_sleep3",-3.41980888345916e-05,0.4961,0.263269089115161,0.178261676320756,3.09701331284946,0.0441812804542353,-0.13740441183465,4
