"","estimate","p_values","r_squared","adj_r_squared","f_statistic","f_p_value","standardized_betas","net"
"(Intercept)",0.844661372874506,0.676,0.464878446804897,-0.108466074475571,0.810818678037892,0.654845200147045,0.846420925417565,1
"total_sleep_duration",-0.00701552564440012,0.3363,0.464878446804897,-0.108466074475571,0.810818678037892,0.654845200147045,-0.391176310024191,1
"awake_time",-0.00532261797558836,0.2305,0.464878446804897,-0.108466074475571,0.810818678037892,0.654845200147045,-0.46808199885851,1
"restless_sleep",0.0126296296935861,0.1694,0.464878446804897,-0.108466074475571,0.810818678037892,0.654845200147045,0.546181000641616,1
"pa_mean",0.00513944917314288,0.2639,0.464878446804897,-0.108466074475571,0.810818678037892,0.654845200147045,0.322257137189271,1
"pa_std",0.00802628247966472,0.0704,0.464878446804897,-0.108466074475571,0.810818678037892,0.654845200147045,0.585133974735093,1
"na_mean",0.000488823369181699,0.9244,0.464878446804897,-0.108466074475571,0.810818678037892,0.654845200147045,0.031327478994893,1
"stress_mean",0.000224162079259474,0.9491,0.464878446804897,-0.108466074475571,0.810818678037892,0.654845200147045,0.0162612832618103,1
"pain_mean",0.00204673713731085,0.4561,0.464878446804897,-0.108466074475571,0.810818678037892,0.654845200147045,0.185007572327428,1
"mean_respiratory_rate_brpm",-0.00525623781507029,0.3021,0.464878446804897,-0.108466074475571,0.810818678037892,0.654845200147045,-0.30865252989305,1
"min_respiratory_rate_brpm",-0.00821415081962583,0.263,0.464878446804897,-0.108466074475571,0.810818678037892,0.654845200147045,-0.37265020681661,1
"max_respiratory_rate_brpm",-0.00261445645073585,0.6485,0.464878446804897,-0.108466074475571,0.810818678037892,0.654845200147045,-0.14478042371845,1
"mean_prv_rmssd_ms",0.0092575818522913,0.2296,0.464878446804897,-0.108466074475571,0.810818678037892,0.654845200147045,0.585334884560825,1
"min_prv_rmssd_ms",-0.00282852638305533,0.6634,0.464878446804897,-0.108466074475571,0.810818678037892,0.654845200147045,-0.138884442287547,1
"max_prv_rmssd_ms",-0.0016903206701272,0.7183,0.464878446804897,-0.108466074475571,0.810818678037892,0.654845200147045,-0.113490279933028,1
"resting",0.130625818998624,0.3884,0.464878446804897,-0.108466074475571,0.810818678037892,0.654845200147045,0.249371462769211,1
"(Intercept)1",0.839788051575881,0.1328,0.669643896546232,0.315690928560053,1.89190078093194,0.120499418038033,0.836767511207466,2
"total_sleep_duration1",0.0016652582814995,0.6125,0.669643896546232,0.315690928560053,1.89190078093194,0.120499418038033,0.166465577102506,2
"awake_time1",0.00219251647958102,0.255,0.669643896546232,0.315690928560053,1.89190078093194,0.120499418038033,0.3456766297656,2
"restless_sleep1",-0.00733104681717759,0.0772,0.669643896546232,0.315690928560053,1.89190078093194,0.120499418038033,-0.568384824640482,2
"pa_mean1",0.000460734794232051,0.8321,0.669643896546232,0.315690928560053,1.89190078093194,0.120499418038033,0.0517925733315564,2
"pa_std1",-0.00294242431287352,0.1182,0.669643896546232,0.315690928560053,1.89190078093194,0.120499418038033,-0.384571135727308,2
"na_mean1",-0.000548214825345043,0.7891,0.669643896546232,0.315690928560053,1.89190078093194,0.120499418038033,-0.0629875582209541,2
"stress_mean1",0.0024877469522111,0.1534,0.669643896546232,0.315690928560053,1.89190078093194,0.120499418038033,0.323541042816698,2
"pain_mean1",0.001404354208303,0.2595,0.669643896546232,0.315690928560053,1.89190078093194,0.120499418038033,0.227580267748612,2
"mean_respiratory_rate_brpm1",0.00278995141248272,0.2182,0.669643896546232,0.315690928560053,1.89190078093194,0.120499418038033,0.29371219852033,2
"min_respiratory_rate_brpm1",-0.000348783740390068,0.9087,0.669643896546232,0.315690928560053,1.89190078093194,0.120499418038033,-0.0283677854831583,2
"max_respiratory_rate_brpm1",-0.00235449493769472,0.3535,0.669643896546232,0.315690928560053,1.89190078093194,0.120499418038033,-0.233752735332137,2
"mean_prv_rmssd_ms1",-0.0067911442601677,0.0456,0.669643896546232,0.315690928560053,1.89190078093194,0.120499418038033,-0.769804264466583,2
"min_prv_rmssd_ms1",0.00551343040122822,0.0682,0.669643896546232,0.315690928560053,1.89190078093194,0.120499418038033,0.485339648479272,2
"max_prv_rmssd_ms1",-0.00210641678767647,0.3179,0.669643896546232,0.315690928560053,1.89190078093194,0.120499418038033,-0.253550447691968,2
"resting1",-0.12700510594036,0.0939,0.669643896546232,0.315690928560053,1.89190078093194,0.120499418038033,-0.434679758284796,2
"(Intercept)2",0.838599763849776,0.4817,0.527295008767804,0.020825375304736,1.04111870471353,0.472396292734919,0.835309021841853,3
"total_sleep_duration2",0.00505249858152252,0.3882,0.527295008767804,0.020825375304736,1.04111870471353,0.472396292734919,0.323063407002244,3
"awake_time2",0.00325559736726836,0.3504,0.527295008767804,0.020825375304736,1.04111870471353,0.472396292734919,0.328319419562082,3
"restless_sleep2",-0.0094467305479231,0.1791,0.527295008767804,0.020825375304736,1.04111870471353,0.472396292734919,-0.46848613152697,3
"pa_mean2",-0.00456731151282077,0.2049,0.527295008767804,0.020825375304736,1.04111870471353,0.472396292734919,-0.328409598755842,3
