"","estimate","p_values","r_squared","adj_r_squared","f_statistic","f_p_value","standardized_betas","net"
"(Intercept)",0.458564889527078,0.3323,0.58925668294292,0.14917455752462,1.33896981701502,0.295290300238927,0.457455900243373,1
"total_sleep_duration",0.00550020919996344,0.8281,0.58925668294292,0.14917455752462,1.33896981701502,0.295290300238927,0.0753930539141734,1
"awake_time",0.0165511054135965,0.2949,0.58925668294292,0.14917455752462,1.33896981701502,0.295290300238927,0.357819039957664,1
"restless_sleep",-0.0225565961162416,0.5101,0.58925668294292,0.14917455752462,1.33896981701502,0.295290300238927,-0.239805606974575,1
"pa_mean",-0.0266891161947238,0.1109,0.58925668294292,0.14917455752462,1.33896981701502,0.295290300238927,-0.411395900573251,1
"pa_std",-0.0253543839363901,0.1119,0.58925668294292,0.14917455752462,1.33896981701502,0.295290300238927,-0.454395200530737,1
"na_mean",-0.0211894334318529,0.2497,0.58925668294292,0.14917455752462,1.33896981701502,0.295290300238927,-0.333835586497182,1
"stress_mean",-0.00684943862582176,0.6089,0.58925668294292,0.14917455752462,1.33896981701502,0.295290300238927,-0.122148305141283,1
"pain_mean",-0.00596563523095036,0.5268,0.58925668294292,0.14917455752462,1.33896981701502,0.295290300238927,-0.132563489499572,1
"mean_respiratory_rate_brpm",0.0347366826451571,0.0732,0.58925668294292,0.14917455752462,1.33896981701502,0.295290300238927,0.501444617230111,1
"min_respiratory_rate_brpm",0.00106851365980187,0.9666,0.58925668294292,0.14917455752462,1.33896981701502,0.295290300238927,0.0119167703639104,1
"max_respiratory_rate_brpm",-0.00500704698265454,0.8121,0.58925668294292,0.14917455752462,1.33896981701502,0.295290300238927,-0.068163188247786,1
"mean_prv_rmssd_ms",-0.0143167764979663,0.5866,0.58925668294292,0.14917455752462,1.33896981701502,0.295290300238927,-0.222531702442489,1
"min_prv_rmssd_ms",-0.0183577625218349,0.4258,0.58925668294292,0.14917455752462,1.33896981701502,0.295290300238927,-0.221591404817747,1
"max_prv_rmssd_ms",-0.000323002130433417,0.9853,0.58925668294292,0.14917455752462,1.33896981701502,0.295290300238927,-0.00533131998861087,1
"resting",-0.674576412790047,0.218,0.58925668294292,0.14917455752462,1.33896981701502,0.295290300238927,-0.3165837915399,1
"(Intercept)1",0.392638766891229,0.6966,0.44283663491938,-0.154124113381284,0.7418186810104,0.713825352605409,0.396764054316599,2
"total_sleep_duration1",-0.0179297548943473,0.5915,0.44283663491938,-0.154124113381284,0.7418186810104,0.713825352605409,-0.227357852026098,2
"awake_time1",-0.00124876147765382,0.9509,0.44283663491938,-0.154124113381284,0.7418186810104,0.713825352605409,-0.0249746500805069,2
"restless_sleep1",-0.00297045885043169,0.9347,0.44283663491938,-0.154124113381284,0.7418186810104,0.713825352605409,-0.0292141185972312,2
"pa_mean1",-0.0196885892609023,0.3548,0.44283663491938,-0.154124113381284,0.7418186810104,0.713825352605409,-0.280752636856854,2
"pa_std1",0.0148888608023654,0.4008,0.44283663491938,-0.154124113381284,0.7418186810104,0.713825352605409,0.246845730748386,2
"na_mean1",-0.0159346660582257,0.4616,0.44283663491938,-0.154124113381284,0.7418186810104,0.713825352605409,-0.232241447450195,2
"stress_mean1",0.000203449977940545,1,0.44283663491938,-0.154124113381284,0.7418186810104,0.713825352605409,0.00335639906573928,2
"pain_mean1",0.00745893555077842,0.5594,0.44283663491938,-0.154124113381284,0.7418186810104,0.713825352605409,0.153330151571059,2
"mean_respiratory_rate_brpm1",-0.0398441738210044,0.0895,0.44283663491938,-0.154124113381284,0.7418186810104,0.713825352605409,-0.532087353023467,2
"min_respiratory_rate_brpm1",0.027192990597903,0.4124,0.44283663491938,-0.154124113381284,0.7418186810104,0.713825352605409,0.280555600261367,2
"max_respiratory_rate_brpm1",0.027844556264169,0.2871,0.44283663491938,-0.154124113381284,0.7418186810104,0.713825352605409,0.350664666731524,2
"mean_prv_rmssd_ms1",-0.00612032129922173,0.854,0.44283663491938,-0.154124113381284,0.7418186810104,0.713825352605409,-0.0880043916003728,2
"min_prv_rmssd_ms1",0.0180892980792454,0.5457,0.44283663491938,-0.154124113381284,0.7418186810104,0.713825352605409,0.201993947326131,2
"max_prv_rmssd_ms1",-0.0179641454594429,0.4058,0.44283663491938,-0.154124113381284,0.7418186810104,0.713825352605409,-0.274295955317736,2
"resting1",-0.224878570460978,0.7517,0.44283663491938,-0.154124113381284,0.7418186810104,0.713825352605409,-0.0976313004042137,2
"(Intercept)2",0.234283014212286,1,0.212159335597824,-0.631955661975937,0.251339374620322,0.994058499131722,0.224066089240726,3
"total_sleep_duration2",0.00385375896960495,1,0.212159335597824,-0.631955661975937,0.251339374620322,0.994058499131722,0.031688439395683,3
"awake_time2",-0.0114200361625519,0.746,0.212159335597824,-0.631955661975937,0.251339374620322,0.994058499131722,-0.148104446072288,3
"restless_sleep2",-0.0253576327789037,0.7054,0.212159335597824,-0.631955661975937,0.251339374620322,0.994058499131722,-0.161718108721429,3
"pa_mean2",-0.0211365429352298,0.5765,0.212159335597824,-0.631955661975937,0.251339374620322,0.994058499131722,-0.195444700529965,3
"pa_std2",0.0088747788713423,0.8059,0.212159335597824,-0.631955661975937,0.251339374620322,0.994058499131722,0.0954118659672621,3
"na_mean2",0.0174048095709772,0.6542,0.212159335597824,-0.631955661975937,0.251339374620322,0.994058499131722,0.164492740841766,3
"stress_mean2",-0.0054020730733387,0.8574,0.212159335597824,-0.631955661975937,0.251339374620322,0.994058499131722,-0.0577905858211001,3
"pain_mean2",-0.0183452487775896,0.3993,0.212159335597824,-0.631955661975937,0.251339374620322,0.994058499131722,-0.244542875052729,3
"mean_respiratory_rate_brpm2",0.0159910365489738,0.688,0.212159335597824,-0.631955661975937,0.251339374620322,0.994058499131722,0.138476291488737,3
"min_respiratory_rate_brpm2",-0.0245538648307341,0.6415,0.212159335597824,-0.631955661975937,0.251339374620322,0.994058499131722,-0.164271615570488,3
"max_respiratory_rate_brpm2",-0.0389223938178345,0.4313,0.212159335597824,-0.631955661975937,0.251339374620322,0.994058499131722,-0.317857122429182,3
"mean_prv_rmssd_ms2",0.0155092297809663,0.7816,0.212159335597824,-0.631955661975937,0.251339374620322,0.994058499131722,0.144610907421018,3
"min_prv_rmssd_ms2",-0.0205796468587972,0.6956,0.212159335597824,-0.631955661975937,0.251339374620322,0.994058499131722,-0.149016808205433,3
"max_prv_rmssd_ms2",0.0054655851078315,0.8843,0.212159335597824,-0.631955661975937,0.251339374620322,0.994058499131722,0.0541165622124186,3
"resting2",-0.391007743877171,0.7689,0.212159335597824,-0.631955661975937,0.251339374620322,0.994058499131722,-0.110079654729955,3
