"","estimate","p_values","r_squared","adj_r_squared","f_statistic","f_p_value","standardized_betas","net"
"(Intercept)",0.811813865613633,0.5787,0.500469645903021,-0.0347414477723127,0.935088326488637,0.552372452649055,0.814391486452383,1
"total_sleep_duration",-0.01375600317218,0.2549,0.500469645903021,-0.0347414477723127,0.935088326488637,0.552372452649055,-0.460896441090576,1
"awake_time",-0.00836610970571596,0.2352,0.500469645903021,-0.0347414477723127,0.935088326488637,0.552372452649055,-0.442098413828746,1
"restless_sleep",0.0212010654851355,0.1563,0.500469645903021,-0.0347414477723127,0.935088326488637,0.552372452649055,0.550937605784423,1
"pa_mean",0.00995988956381329,0.1788,0.500469645903021,-0.0347414477723127,0.935088326488637,0.552372452649055,0.375266027879961,1
"pa_std",0.0128431604526542,0.072,0.500469645903021,-0.0347414477723127,0.935088326488637,0.552372452649055,0.562615304010935,1
"na_mean",0.00336744201925645,0.6665,0.500469645903021,-0.0347414477723127,0.935088326488637,0.552372452649055,0.129679812028596,1
"stress_mean",0.000778897821734134,0.8958,0.500469645903021,-0.0347414477723127,0.935088326488637,0.552372452649055,0.0339525123716159,1
"pain_mean",0.0031233734439707,0.4561,0.500469645903021,-0.0347414477723127,0.935088326488637,0.552372452649055,0.169648532098347,1
"mean_respiratory_rate_brpm",-0.0104061840102685,0.2112,0.500469645903021,-0.0347414477723127,0.935088326488637,0.552372452649055,-0.367185137486858,1
"min_respiratory_rate_brpm",-0.0139241290387497,0.2409,0.500469645903021,-0.0347414477723127,0.935088326488637,0.552372452649055,-0.379581896614338,1
"max_respiratory_rate_brpm",-0.00280310733547612,0.7584,0.500469645903021,-0.0347414477723127,0.935088326488637,0.552372452649055,-0.0932753564235553,1
"mean_prv_rmssd_ms",0.0160093935953728,0.1982,0.500469645903021,-0.0347414477723127,0.935088326488637,0.552372452649055,0.608247716743705,1
"min_prv_rmssd_ms",-0.00719076582549334,0.4908,0.500469645903021,-0.0347414477723127,0.935088326488637,0.552372452649055,-0.21216183799469,1
"max_prv_rmssd_ms",-0.00210185131878185,0.7829,0.500469645903021,-0.0347414477723127,0.935088326488637,0.552372452649055,-0.084798918742763,1
"resting",0.220464584180897,0.3551,0.500469645903021,-0.0347414477723127,0.935088326488637,0.552372452649055,0.252903778593035,1
"(Intercept)1",0.806255906340849,0.1349,0.671941776835593,0.320450823445157,1.9116901028437,0.116758568206849,0.802377396228667,2
"total_sleep_duration1",0.00502970426291782,0.3196,0.671941776835593,0.320450823445157,1.9116901028437,0.116758568206849,0.324875398273739,2
"awake_time1",0.00407524919254076,0.1566,0.671941776835593,0.320450823445157,1.9116901028437,0.116758568206849,0.415157472244949,2
"restless_sleep1",-0.00643914173615236,0.309,0.671941776835593,0.320450823445157,1.9116901028437,0.116758568206849,-0.322578933777651,2
"pa_mean1",0.00277914540983128,0.3956,0.671941776835593,0.320450823445157,1.9116901028437,0.116758568206849,0.201864190850199,2
"pa_std1",-0.00277727843123377,0.331,0.671941776835593,0.320450823445157,1.9116901028437,0.116758568206849,-0.234542927711125,2
"na_mean1",-0.00270555247304312,0.3948,0.671941776835593,0.320450823445157,1.9116901028437,0.116758568206849,-0.200859091651933,2
"stress_mean1",0.0056692284623756,0.0327,0.671941776835593,0.320450823445157,1.9116901028437,0.116758568206849,0.476407591331314,2
"pain_mean1",0.00238530388048339,0.2216,0.671941776835593,0.320450823445157,1.9116901028437,0.116758568206849,0.249765928836245,2
"mean_respiratory_rate_brpm1",0.00225806716392492,0.5087,0.671941776835593,0.320450823445157,1.9116901028437,0.116758568206849,0.153600891281636,2
"min_respiratory_rate_brpm1",-0.000880722136084474,0.8558,0.671941776835593,0.320450823445157,1.9116901028437,0.116758568206849,-0.0462849343016039,2
"max_respiratory_rate_brpm1",-0.00255743500176244,0.5162,0.671941776835593,0.320450823445157,1.9116901028437,0.116758568206849,-0.164057119339523,2
"mean_prv_rmssd_ms1",-0.0132285180198817,0.0144,0.671941776835593,0.320450823445157,1.9116901028437,0.116758568206849,-0.968902521349785,2
"min_prv_rmssd_ms1",0.0127188083588504,0.0147,0.671941776835593,0.320450823445157,1.9116901028437,0.116758568206849,0.723438861636375,2
"max_prv_rmssd_ms1",-0.00102124105093248,0.7466,0.671941776835593,0.320450823445157,1.9116901028437,0.116758568206849,-0.0794291425768165,2
"resting1",-0.101292310127954,0.3675,0.671941776835593,0.320450823445157,1.9116901028437,0.116758568206849,-0.224004244734761,2
"(Intercept)2",0.785368552650694,0.6149,0.494502677890399,-0.0471015957984604,0.913033190307654,0.569979608243672,0.776003395978794,3
"total_sleep_duration2",0.00204193343368362,0.849,0.494502677890399,-0.0471015957984604,0.913033190307654,0.569979608243672,0.0725126903165825,3
"awake_time2",0.0046776625010861,0.4652,0.494502677890399,-0.0471015957984604,0.913033190307654,0.569979608243672,0.261990555728089,3
"restless_sleep2",-0.0139044121516824,0.2903,0.494502677890399,-0.0471015957984604,0.913033190307654,0.569979608243672,-0.382964672531014,3
"pa_mean2",-0.00146583436978512,0.8323,0.494502677890399,-0.0471015957984604,0.913033190307654,0.569979608243672,-0.0585370697508457,3
"pa_std2",-0.00562861611548165,0.3665,0.494502677890399,-0.0471015957984604,0.913033190307654,0.569979608243672,-0.261338030467306,3
"na_mean2",0.00945661121024849,0.2252,0.494502677890399,-0.0471015957984604,0.913033190307654,0.569979608243672,0.385983847323863,3
"stress_mean2",0.00025965603188294,1,0.494502677890399,-0.0471015957984604,0.913033190307654,0.569979608243672,0.0119964070539828,3
"pain_mean2",-0.00631602596144786,0.1299,0.494502677890399,-0.0471015957984604,0.913033190307654,0.569979608243672,-0.363606342444811,3
"mean_respiratory_rate_brpm2",0.00803142753958591,0.315,0.494502677890399,-0.0471015957984604,0.913033190307654,0.569979608243672,0.30036386850621,3
"min_respiratory_rate_brpm2",-0.00576298155376862,0.5858,0.494502677890399,-0.0471015957984604,0.913033190307654,0.569979608243672,-0.166512189871935,3
"max_respiratory_rate_brpm2",-0.0109889459146146,0.2319,0.494502677890399,-0.0471015957984604,0.913033190307654,0.569979608243672,-0.387565023139986,3
"mean_prv_rmssd_ms2",-0.0058914970249498,0.5864,0.494502677890399,-0.0471015957984604,0.913033190307654,0.569979608243672,-0.237242569393024,3
"min_prv_rmssd_ms2",-0.00530999931113831,0.6076,0.494502677890399,-0.0471015957984604,0.913033190307654,0.569979608243672,-0.16605346369981,3
"max_prv_rmssd_ms2",-0.00114766288591973,0.8593,0.494502677890399,-0.0471015957984604,0.913033190307654,0.569979608243672,-0.0490754184364289,3
"resting2",-0.0753817324672391,0.7572,0.494502677890399,-0.0471015957984604,0.913033190307654,0.569979608243672,-0.0916524227902083,3
