"","estimate","p_values","r_squared","adj_r_squared","f_statistic","f_p_value","standardized_betas","node"
"(Intercept)",0.856348442656277,0.4298,0.580700369241678,0.0646392852314365,1.12525510493667,0.420443679488222,0.850472938609588,1
"total_sleep_duration",-0.0111755517760776,0.2991,0.580700369241678,0.0646392852314365,1.12525510493667,0.420443679488222,-0.377102585160356,1
"awake_time",-0.00526099787974071,0.2896,0.580700369241678,0.0646392852314365,1.12525510493667,0.420443679488222,-0.27999029337692,1
"restless_sleep",-0.0111697641013123,0.3717,0.580700369241678,0.0646392852314365,1.12525510493667,0.420443679488222,-0.292326494327427,1
"pa_mean",0.0077862785183568,0.4474,0.580700369241678,0.0646392852314365,1.12525510493667,0.420443679488222,0.270967942815529,1
"pa_std",0.00227168950184273,0.7826,0.580700369241678,0.0646392852314365,1.12525510493667,0.420443679488222,0.0925484082978005,1
"na_mean",0.00944018785771882,0.5051,0.580700369241678,0.0646392852314365,1.12525510493667,0.420443679488222,0.238921516317731,1
"stress_mean",-0.0096278466467485,0.3853,0.580700369241678,0.0646392852314365,1.12525510493667,0.420443679488222,-0.287398286063749,1
"pain_mean",-1.26368310932809e-06,1,0.580700369241678,0.0646392852314365,1.12525510493667,0.420443679488222,-7.23476911910139e-05,1
"mean_respiratory_rate_brpm",0.00930177815686871,0.0727,0.580700369241678,0.0646392852314365,1.12525510493667,0.420443679488222,0.484863803246437,1
"min_respiratory_rate_brpm",0.00306735616858635,0.6422,0.580700369241678,0.0646392852314365,1.12525510493667,0.420443679488222,0.116675512193606,1
"max_respiratory_rate_brpm",-0.000739985491708539,0.8951,0.580700369241678,0.0646392852314365,1.12525510493667,0.420443679488222,-0.0402680909962037,1
"mean_prv_rmssd_ms",0.000277827092170958,1,0.580700369241678,0.0646392852314365,1.12525510493667,0.420443679488222,0.00917222989044865,1
"min_prv_rmssd_ms",-0.00210632030350699,0.8187,0.580700369241678,0.0646392852314365,1.12525510493667,0.420443679488222,-0.0989893803076676,1
"max_prv_rmssd_ms",-0.0112051542151822,0.2839,0.580700369241678,0.0646392852314365,1.12525510493667,0.420443679488222,-0.353006285669417,1
"std_prv_rmssd_ms",0.0124028828376057,0.2772,0.580700369241678,0.0646392852314365,1.12525510493667,0.420443679488222,0.341322767209676,1
"eye_resting",0.327807174660579,0.1783,0.580700369241678,0.0646392852314365,1.12525510493667,0.420443679488222,0.378716639152554,1
"(Intercept)1",0.865013638526095,0.766,0.446477174348865,-0.234781687990994,0.655370812814661,0.790364840532101,0.864309740847047,2
"total_sleep_duration1",0.0167411546051881,0.1154,0.446477174348865,-0.234781687990994,0.655370812814661,0.790364840532101,0.693005777662739,2
"awake_time1",0.00563059008256737,0.2529,0.446477174348865,-0.234781687990994,0.655370812814661,0.790364840532101,0.36761199473569,2
"restless_sleep1",-0.0163560301297575,0.1744,0.446477174348865,-0.234781687990994,0.655370812814661,0.790364840532101,-0.525125360515268,2
"pa_mean1",-0.00654693229456956,0.4983,0.446477174348865,-0.234781687990994,0.655370812814661,0.790364840532101,-0.279503173249061,2
"pa_std1",0.00102850149418625,0.8816,0.446477174348865,-0.234781687990994,0.655370812814661,0.790364840532101,0.0514026872021279,2
"na_mean1",0.00245359145533796,0.8499,0.446477174348865,-0.234781687990994,0.655370812814661,0.790364840532101,0.0761794424356984,2
"stress_mean1",0.00615342365897621,0.5587,0.446477174348865,-0.234781687990994,0.655370812814661,0.790364840532101,0.225337120445161,2
"pain_mean1",0.000968866989958686,0.8605,0.446477174348865,-0.234781687990994,0.655370812814661,0.790364840532101,0.0680474050853457,2
"mean_respiratory_rate_brpm1",-0.00557947482710298,0.2284,0.446477174348865,-0.234781687990994,0.655370812814661,0.790364840532101,-0.356786178755857,2
"min_respiratory_rate_brpm1",0.00358557604265087,0.5377,0.446477174348865,-0.234781687990994,0.655370812814661,0.790364840532101,0.167315185668959,2
"max_respiratory_rate_brpm1",-0.000152538263093475,1,0.446477174348865,-0.234781687990994,0.655370812814661,0.790364840532101,-0.0101830422774747,2
"mean_prv_rmssd_ms1",-0.00199249993303757,0.8328,0.446477174348865,-0.234781687990994,0.655370812814661,0.790364840532101,-0.0806974045425794,2
"min_prv_rmssd_ms1",-0.000517732090074439,0.9405,0.446477174348865,-0.234781687990994,0.655370812814661,0.790364840532101,-0.0298490277152935,2
"max_prv_rmssd_ms1",-0.00134668546923815,0.869,0.446477174348865,-0.234781687990994,0.655370812814661,0.790364840532101,-0.0520465190046313,2
"std_prv_rmssd_ms1",-0.00778746187192254,0.4759,0.446477174348865,-0.234781687990994,0.655370812814661,0.790364840532101,-0.262905374057969,2
"eye_resting1",-0.143612521704343,0.5089,0.446477174348865,-0.234781687990994,0.655370812814661,0.790364840532101,-0.203539710990904,2
"(Intercept)2",0.853830807806994,0.0339,0.770746632494534,0.488588641718575,2.73161369761287,0.0370194094654906,0.846196898064949,3
"total_sleep_duration2",-0.00599250450021771,0.3984,0.770746632494534,0.488588641718575,2.73161369761287,0.0370194094654906,-0.222319912741367,3
"awake_time2",0.00196679141167893,0.5616,0.770746632494534,0.488588641718575,2.73161369761287,0.0370194094654906,0.115083380845205,3
"restless_sleep2",0.000325491392645075,0.9705,0.770746632494534,0.488588641718575,2.73161369761287,0.0370194094654906,0.00936576260573955,3
"pa_mean2",0.000859972367722822,0.9036,0.770746632494534,0.488588641718575,2.73161369761287,0.0370194094654906,0.0329042454636298,3
"pa_std2",-0.000181467932419486,0.9725,0.770746632494534,0.488588641718575,2.73161369761287,0.0370194094654906,-0.00812829269143604,3
"na_mean2",-0.00491761116955207,0.6232,0.770746632494534,0.488588641718575,2.73161369761287,0.0370194094654906,-0.136838489614881,3
"stress_mean2",0.0119036057415995,0.1473,0.770746632494534,0.488588641718575,2.73161369761287,0.0370194094654906,0.390672645700368,3
"pain_mean2",-0.000484789803549672,0.9045,0.770746632494534,0.488588641718575,2.73161369761287,0.0370194094654906,-0.0305154256498384,3
"mean_respiratory_rate_brpm2",-0.00364199756794929,0.2772,0.770746632494534,0.488588641718575,2.73161369761287,0.0370194094654906,-0.20872424433305,3
"min_respiratory_rate_brpm2",0.00257765826494892,0.5073,0.770746632494534,0.488588641718575,2.73161369761287,0.0370194094654906,0.107800384129131,3
"max_respiratory_rate_brpm2",0.01038856381988,0.012,0.770746632494534,0.488588641718575,2.73161369761287,0.0370194094654906,0.621545330820227,3
"mean_prv_rmssd_ms2",0.0166675347116111,0.0405,0.770746632494534,0.488588641718575,2.73161369761287,0.0370194094654906,0.60499413683792,3
"min_prv_rmssd_ms2",0.00152109608729173,0.7944,0.770746632494534,0.488588641718575,2.73161369761287,0.0370194094654906,0.078595974017349,3
"max_prv_rmssd_ms2",0.0136016037325869,0.0644,0.770746632494534,0.488588641718575,2.73161369761287,0.0370194094654906,0.471122860597756,3
"std_prv_rmssd_ms2",-0.0107518551048523,0.1712,0.770746632494534,0.488588641718575,2.73161369761287,0.0370194094654906,-0.325316041870109,3
"eye_resting2",-0.0563388886995292,0.7203,0.770746632494534,0.488588641718575,2.73161369761287,0.0370194094654906,-0.0715621974326623,3
"(Intercept)3",0.836818869781903,0.814,0.446050130666562,-0.23573432389767,0.654239221326421,0.791292945409403,0.824853618392463,4
"total_sleep_duration3",-0.00393094320331907,0.8811,0.446050130666562,-0.23573432389767,0.654239221326421,0.791292945409403,-0.0640947825944485,4
"awake_time3",-0.00837527584849393,0.5017,0.446050130666562,-0.23573432389767,0.654239221326421,0.791292945409403,-0.215381969493385,4
"restless_sleep3",0.0337086168911078,0.2501,0.446050130666562,-0.23573432389767,0.654239221326421,0.791292945409403,0.426285426537178,4
"pa_mean3",0.00102001193184021,0.9637,0.446050130666562,-0.23573432389767,0.654239221326421,0.791292945409403,0.0171525465602918,4
"pa_std3",-0.00436278073482766,0.8124,0.446050130666562,-0.23573432389767,0.654239221326421,0.791292945409403,-0.0858852817613244,4
"na_mean3",-0.00392435442850188,0.916,0.446050130666562,-0.23573432389767,0.654239221326421,0.791292945409403,-0.0479930360768387,4
"stress_mean3",0.0256714987787813,0.3324,0.446050130666562,-0.23573432389767,0.654239221326421,0.791292945409403,0.370289681083637,4
"pain_mean3",0.0139509629325338,0.3447,0.446050130666562,-0.23573432389767,0.654239221326421,0.791292945409403,0.385945565719409,4
"mean_respiratory_rate_brpm3",0.0057951435219946,0.6205,0.446050130666562,-0.23573432389767,0.654239221326421,0.791292945409403,0.145966554751057,4
"min_respiratory_rate_brpm3",-0.0053453294724811,0.6987,0.446050130666562,-0.23573432389767,0.654239221326421,0.791292945409403,-0.098248372072881,4
"max_respiratory_rate_brpm3",0.00289905152539588,0.8394,0.446050130666562,-0.23573432389767,0.654239221326421,0.791292945409403,0.0762305662536729,4
"mean_prv_rmssd_ms3",-0.00847239032936806,0.7016,0.446050130666562,-0.23573432389767,0.654239221326421,0.791292945409403,-0.135157972646183,4
"min_prv_rmssd_ms3",0.00310755231604234,0.8739,0.446050130666562,-0.23573432389767,0.654239221326421,0.791292945409403,0.070569658431159,4
"max_prv_rmssd_ms3",0.00725585593859629,0.7687,0.446050130666562,-0.23573432389767,0.654239221326421,0.791292945409403,0.11045582585269,4
"std_prv_rmssd_ms3",-0.028547766455751,0.3256,0.446050130666562,-0.23573432389767,0.654239221326421,0.791292945409403,-0.379620911072132,4
"eye_resting3",0.806883754082635,0.1868,0.446050130666562,-0.23573432389767,0.654239221326421,0.791292945409403,0.450445526798912,4
"(Intercept)4",0.85456556749486,0.8013,0.454030945768569,-0.217930967131654,0.675679583994497,0.773574740721051,0.845523410913977,5
"total_sleep_duration4",-0.0053828937631585,0.7024,0.454030945768569,-0.217930967131654,0.675679583994497,0.773574740721051,-0.157287306302513,5
"awake_time4",0.000253936731560767,1,0.454030945768569,-0.217930967131654,0.675679583994497,0.773574740721051,0.0117027440238591,5
"restless_sleep4",0.0103264585408377,0.5113,0.454030945768569,-0.217930967131654,0.675679583994497,0.773574740721051,0.23402535592774,5
"pa_mean4",-0.00286477260231516,1,0.454030945768569,-0.217930967131654,0.675679583994497,0.773574740721051,-0.0863307404187612,5
"pa_std4",-0.00662842655400087,0.5481,0.454030945768569,-0.217930967131654,0.675679583994497,0.773574740721051,-0.233839440259378,5
"na_mean4",-0.00699768496052942,0.7142,0.454030945768569,-0.217930967131654,0.675679583994497,0.773574740721051,-0.153361498521121,5
"stress_mean4",0.0223302285172055,0.1706,0.454030945768569,-0.217930967131654,0.675679583994497,0.773574740721051,0.577212209002318,5
"pain_mean4",0.00636143290051375,0.4364,0.454030945768569,-0.217930967131654,0.675679583994497,0.773574740721051,0.315376099513905,5
"mean_respiratory_rate_brpm4",0.00767038554115546,0.2488,0.454030945768569,-0.217930967131654,0.675679583994497,0.773574740721051,0.346224910218874,5
"min_respiratory_rate_brpm4",0.0106520756169092,0.1913,0.454030945768569,-0.217930967131654,0.675679583994497,0.773574740721051,0.35086260289564,5
"max_respiratory_rate_brpm4",0.000498467140321607,1,0.454030945768569,-0.217930967131654,0.675679583994497,0.773574740721051,0.02348884716595,5
"mean_prv_rmssd_ms4",-0.00086845211131182,0.9541,0.454030945768569,-0.217930967131654,0.675679583994497,0.773574740721051,-0.0248275316694044,5
"min_prv_rmssd_ms4",0.00563322195479374,0.625,0.454030945768569,-0.217930967131654,0.675679583994497,0.773574740721051,0.229249494169886,5
"max_prv_rmssd_ms4",-0.0165501969551563,0.258,0.454030945768569,-0.217930967131654,0.675679583994497,0.773574740721051,-0.45149723852452,5
"std_prv_rmssd_ms4",-0.00031023176246871,1,0.454030945768569,-0.217930967131654,0.675679583994497,0.773574740721051,-0.00739292343293071,5
"eye_resting4",0.229904609620662,0.4714,0.454030945768569,-0.217930967131654,0.675679583994497,0.773574740721051,0.230001645099187,5
"(Intercept)5",0.855201100611678,0.905,0.369568525990233,-0.406347134329481,0.476299867227777,0.919387486778124,0.858277356311999,6
"total_sleep_duration5",-0.000854624050158646,1,0.369568525990233,-0.406347134329481,0.476299867227777,0.919387486778124,-0.0157484688309235,6
"awake_time5",-0.00412256149223454,0.7493,0.369568525990233,-0.406347134329481,0.476299867227777,0.919387486778124,-0.119815962671303,6
"restless_sleep5",0.0151409523479837,0.571,0.369568525990233,-0.406347134329481,0.476299867227777,0.919387486778124,0.216396414289535,6
"pa_mean5",0.0273745662726584,0.2483,0.369568525990233,-0.406347134329481,0.476299867227777,0.919387486778124,0.520245002240951,6
"pa_std5",0.0199482962762415,0.2966,0.369568525990233,-0.406347134329481,0.476299867227777,0.919387486778124,0.443811430087253,6
"na_mean5",0.0409498398795849,0.2067,0.369568525990233,-0.406347134329481,0.476299867227777,0.919387486778124,0.565977965722894,6
"stress_mean5",-0.0355898502110863,0.1973,0.369568525990233,-0.406347134329481,0.476299867227777,0.919387486778124,-0.580168119117987,6
"pain_mean5",-0.00225834707798079,0.8653,0.369568525990233,-0.406347134329481,0.476299867227777,0.919387486778124,-0.0706073437882457,6
"mean_respiratory_rate_brpm5",-0.0061391784159621,0.5593,0.369568525990233,-0.406347134329481,0.476299867227777,0.919387486778124,-0.174757865456137,6
"min_respiratory_rate_brpm5",-0.0132366709048639,0.3299,0.369568525990233,-0.406347134329481,0.476299867227777,0.919387486778124,-0.27495838637273,6
"max_respiratory_rate_brpm5",-0.0108265177347242,0.3707,0.369568525990233,-0.406347134329481,0.476299867227777,0.919387486778124,-0.321735748289268,6
"mean_prv_rmssd_ms5",0.00713857418901111,0.7615,0.369568525990233,-0.406347134329481,0.476299867227777,0.919387486778124,0.128701765786424,6
"min_prv_rmssd_ms5",-0.00542868152783818,0.7678,0.369568525990233,-0.406347134329481,0.476299867227777,0.919387486778124,-0.139325704061374,6
"max_prv_rmssd_ms5",0.0213280817322954,0.34,0.369568525990233,-0.406347134329481,0.476299867227777,0.919387486778124,0.366934956386597,6
"std_prv_rmssd_ms5",-0.0308878146058687,0.2508,0.369568525990233,-0.406347134329481,0.476299867227777,0.919387486778124,-0.464197170574217,6
"eye_resting5",0.739805304516472,0.1921,0.369568525990233,-0.406347134329481,0.476299867227777,0.919387486778124,0.466751866303318,6
"(Intercept)6",0.859751674633222,0.7077,0.471971274028559,-0.177910234859369,0.726242041931909,0.730974404893972,0.855288174911529,7
"total_sleep_duration6",0.0178425358074413,0.1366,0.471971274028559,-0.177910234859369,0.726242041931909,0.730974404893972,0.625719817612265,7
"awake_time6",0.00534871150450545,0.3248,0.471971274028559,-0.177910234859369,0.726242041931909,0.730974404893972,0.295839950416098,7
"restless_sleep6",-0.0145346672163214,0.2923,0.471971274028559,-0.177910234859369,0.726242041931909,0.730974404893972,-0.395332089850615,7
"pa_mean6",-0.0238178218562211,0.0384,0.471971274028559,-0.177910234859369,0.726242041931909,0.730974404893972,-0.861435610034298,7
"pa_std6",-0.00922370269517577,0.2889,0.471971274028559,-0.177910234859369,0.726242041931909,0.730974404893972,-0.390533305437866,7
"na_mean6",-0.017762742757375,0.2479,0.471971274028559,-0.177910234859369,0.726242041931909,0.730974404893972,-0.467215723883152,7
"stress_mean6",0.0161462722910134,0.1995,0.471971274028559,-0.177910234859369,0.726242041931909,0.730974404893972,0.500910436330578,7
"pain_mean6",0.0067155618394072,0.2857,0.471971274028559,-0.177910234859369,0.726242041931909,0.730974404893972,0.399578071494623,7
"mean_respiratory_rate_brpm6",-0.00552858298420525,0.2883,0.471971274028559,-0.177910234859369,0.726242041931909,0.730974404893972,-0.299502476151906,7
"min_respiratory_rate_brpm6",0.0102146159603569,0.124,0.471971274028559,-0.177910234859369,0.726242041931909,0.730974404893972,0.403803752192729,7
"max_respiratory_rate_brpm6",0.00760638220866849,0.2052,0.471971274028559,-0.177910234859369,0.726242041931909,0.730974404893972,0.43017857736796,7
"mean_prv_rmssd_ms6",-0.00231640673719678,0.83,0.471971274028559,-0.177910234859369,0.726242041931909,0.730974404893972,-0.0794781876945747,7
"min_prv_rmssd_ms6",0.00264191328576099,0.7507,0.471971274028559,-0.177910234859369,0.726242041931909,0.730974404893972,0.129037383621375,7
"max_prv_rmssd_ms6",-0.00362812731916305,0.741,0.471971274028559,-0.177910234859369,0.726242041931909,0.730974404893972,-0.118790009727413,7
"std_prv_rmssd_ms6",0.00975824460911448,0.42,0.471971274028559,-0.177910234859369,0.726242041931909,0.730974404893972,0.279091824915429,7
"eye_resting6",-0.217658987787658,0.4026,0.471971274028559,-0.177910234859369,0.726242041931909,0.730974404893972,-0.261339668222445,7
"(Intercept)7",0.862145038186438,0.0869,0.722906705621333,0.381868804847588,2.11972541462754,0.0889194486799196,0.860825558273454,8
"total_sleep_duration7",0.0124212931360969,0.1468,0.722906705621333,0.381868804847588,2.11972541462754,0.0889194486799196,0.435609157783934,8
"awake_time7",-0.00325613452546859,0.4078,0.722906705621333,0.381868804847588,2.11972541462754,0.0889194486799196,-0.180101298363895,8
"restless_sleep7",0.0068760405929545,0.4859,0.722906705621333,0.381868804847588,2.11972541462754,0.0889194486799196,0.187026120243866,8
"pa_mean7",-0.000240484662342532,0.9788,0.722906705621333,0.381868804847588,2.11972541462754,0.0889194486799196,-0.00869791217901654,8
"pa_std7",-0.010933488998675,0.1028,0.722906705621333,0.381868804847588,2.11972541462754,0.0889194486799196,-0.462933288216927,8
"na_mean7",-0.0158175184991624,0.1642,0.722906705621333,0.381868804847588,2.11972541462754,0.0889194486799196,-0.416056807457325,8
"stress_mean7",0.00365119117379687,0.6939,0.722906705621333,0.381868804847588,2.11972541462754,0.0889194486799196,0.113273739524315,8
"pain_mean7",0.00296746652853959,0.5402,0.722906705621333,0.381868804847588,2.11972541462754,0.0889194486799196,0.176567992857253,8
"mean_respiratory_rate_brpm7",-0.00711881124943993,0.0868,0.722906705621333,0.381868804847588,2.11972541462754,0.0889194486799196,-0.385656734726423,8
"min_respiratory_rate_brpm7",0.000906592522379563,0.8312,0.722906705621333,0.381868804847588,2.11972541462754,0.0889194486799196,0.0358399419014707,8
"max_respiratory_rate_brpm7",0.00299309143866974,1,0.722906705621333,0.381868804847588,2.11972541462754,0.0889194486799196,0.169276814092049,8
"mean_prv_rmssd_ms7",-0.00974890354481679,0.2354,0.722906705621333,0.381868804847588,2.11972541462754,0.0889194486799196,-0.334499726423843,8
"min_prv_rmssd_ms7",0.002120649231423,0.737,0.722906705621333,0.381868804847588,2.11972541462754,0.0889194486799196,0.103579231980038,8
"max_prv_rmssd_ms7",-0.00189106584356173,0.8059,0.722906705621333,0.381868804847588,2.11972541462754,0.0889194486799196,-0.0619171426872646,8
"std_prv_rmssd_ms7",-0.00220222209766936,0.8061,0.722906705621333,0.381868804847588,2.11972541462754,0.0889194486799196,-0.0629859071303115,8
"eye_resting7",0.256173337858937,0.1778,0.722906705621333,0.381868804847588,2.11972541462754,0.0889194486799196,0.307588089449592,8
"(Intercept)8",0.846995234892802,0.6916,0.496526459308595,-0.123133283080826,0.801288877334484,0.667079285676163,0.836715213181353,9
"total_sleep_duration8",0.0126698959547862,0.3295,0.496526459308595,-0.123133283080826,0.801288877334484,0.667079285676163,0.394095633637374,9
"awake_time8",0.00781033069630926,0.2045,0.496526459308595,-0.123133283080826,0.801288877334484,0.667079285676163,0.383161894153744,9
"restless_sleep8",-0.0161011619122674,0.288,0.496526459308595,-0.123133283080826,0.801288877334484,0.667079285676163,-0.388435965354331,9
"pa_mean8",-0.0084103347987464,0.484,0.496526459308595,-0.123133283080826,0.801288877334484,0.667079285676163,-0.269798359223335,9
"pa_std8",-0.0146516031054688,0.1242,0.496526459308595,-0.123133283080826,0.801288877334484,0.667079285676163,-0.550228610049709,9
"na_mean8",-0.00568296513247668,0.7343,0.496526459308595,-0.123133283080826,0.801288877334484,0.667079285676163,-0.132582943624249,9
"stress_mean8",0.00421948626527192,0.7538,0.496526459308595,-0.123133283080826,0.801288877334484,0.667079285676163,0.116105455665001,9
"pain_mean8",0.0121822440843638,0.0897,0.496526459308595,-0.123133283080826,0.801288877334484,0.667079285676163,0.642912444640103,9
"mean_respiratory_rate_brpm8",-0.00238747349596635,0.6915,0.496526459308595,-0.123133283080826,0.801288877334484,0.667079285676163,-0.114717687870678,9
