"","estimate","p_values","r_squared","adj_r_squared","f_statistic","f_p_value","standardized_betas","node"
"(Intercept)",0.868803346079671,0.1049,0.717684198502991,0.370218596660517,2.06548272605229,0.0964899763039412,0.866368014697335,1
"total_sleep_duration",0.0202675388476036,0.0853,0.717684198502991,0.370218596660517,2.06548272605229,0.0964899763039412,0.54552660313815,1
"awake_time",0.0156873643289346,0.0116,0.717684198502991,0.370218596660517,2.06548272605229,0.0964899763039412,0.665961644636256,1
"restless_sleep",-0.0119217826646702,0.3267,0.717684198502991,0.370218596660517,2.06548272605229,0.0964899763039412,-0.248879865273972,1
"pa_mean",-0.0339213053963256,0.0062,0.717684198502991,0.370218596660517,2.06548272605229,0.0964899763039412,-0.94164005055969,1
"pa_std",-0.0153533330354975,0.0804,0.717684198502991,0.370218596660517,2.06548272605229,0.0964899763039412,-0.498938524978621,1
"na_mean",-0.0363807947971251,0.0202,0.717684198502991,0.370218596660517,2.06548272605229,0.0964899763039412,-0.734465150272458,1
"stress_mean",0.04229183468643,0.0032,0.717684198502991,0.370218596660517,2.06548272605229,0.0964899763039412,1.00701495686812,1
"pain_mean",0.006707312271148,0.2789,0.717684198502991,0.370218596660517,2.06548272605229,0.0964899763039412,0.306308752912035,1
"mean_respiratory_rate_brpm",-0.00711906126570268,0.1701,0.717684198502991,0.370218596660517,2.06548272605229,0.0964899763039412,-0.296006264323592,1
"min_respiratory_rate_brpm",0.00632077472577925,0.2707,0.717684198502991,0.370218596660517,2.06548272605229,0.0964899763039412,0.191783043492672,1
"max_respiratory_rate_brpm",0.0111658842378545,0.0524,0.717684198502991,0.370218596660517,2.06548272605229,0.0964899763039412,0.484680271866864,1
"mean_prv_rmssd_ms",-0.0198191044761144,0.0649,0.717684198502991,0.370218596660517,2.06548272605229,0.0964899763039412,-0.521925781596338,1
"min_prv_rmssd_ms",0.0112902860393965,0.1717,0.717684198502991,0.370218596660517,2.06548272605229,0.0964899763039412,0.423246642613173,1
"max_prv_rmssd_ms",-0.0167450346123204,0.1127,0.717684198502991,0.370218596660517,2.06548272605229,0.0964899763039412,-0.420799325981795,1
"std_prv_rmssd_ms",0.0104956800294364,0.3642,0.717684198502991,0.370218596660517,2.06548272605229,0.0964899763039412,0.230397405677344,1
