1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
0.02551002	0.102713655	0.11082737	0.06563675	0.075714108	0.0810296	0.0296553899999999	0.1184633	0.05853555	0.07499338	0.07861116	0.10083466	0.0839504049999999	0.048669788	0.074300195	0.0255535	0.10373747	0.145350335	0.05529835	0.1017204371	0.1825786	0.14788245	0.104860985	0.10855393	0.04742439722	0.2013968	0.08267652	0.14627525	0.1743414	0.028698675
0.037907631	0.1682737	0.09103278	0.132008804	0.075157165	0.0341483	0.02259619	0.10557119	0.0521126	0.11936464	0.06074095	0.1414639	0.0306345	0.064563888	0.0827358349999999	0.10030375	0.11725442	0.097535215	0.04667165	0.07516547	0.03944355	0.0585131	0.18041867	0.0683499	0.0391839993799999	0.230426236	0.17716733	0.05271855	0.061825005	0.1542439505
0.070605923	0.08295492	0.13478036	0.0530967539999999	0.0700852	0.0999848999999999	0.0644918049999999	0.12308795	0.080606155	0.09139121	0.16026805	0.0879572	0.0347463099999999	0.091051338	0.0308352705	0.10267205	0.16989744	0.040964686	0.0394086	0.12469831	0.05535054	0.17323935	0.0885513	0.03232281	0.1234678746	0.230404786	0.02806796	0.0411624999999999	0.14334442	0.0675380094999999
0.043746994	0.12890635	0.044195845	0.06301164	0.07561653	0.075614	0.140046295	0.0524704899999999	0.121160695	0.11847218	0.052389745	0.09293635	0.090787575	0.156184938	0.1409721855	0.13498945	0.10275971	0.059861294	0.0509967999999999	0.0874218599999999	0.03397286	0.0421296999999999	0.0821215799999999	0.12793662	0.039256905	0.15107114	0.0394826	0.063568605	0.0614625749999999	0.04033752
0.1040346795	0.0732157749999999	0.0497748799999999	0.0879939599999999	0.02937013	0.104288	0.0691318699999999	0.0622849499999999	0.07463043	0.0676711099999999	0.120238295	0.07049285	0.07369594	0.151156088	0.09871806	0.1350034	0.01461004	0.13292925	0.030463	0.0850695699999999	0.0517731199999999	0.01566805	0.17474305	0.096653596	0.1532519	0.154303795	0.0174490999999999	0.139402165	0.0631709	0.0546126449999999
0.0885850194999999	0.101300345	0.098608885	0.1411432	0.047527755	0.19911742	0.11928767	0.0937981199999999	0.29665171	0.183238365	0.04008075	0.1225279	0.197580185	0.169004203	0.19428625	0.1366622	0.03563397	0.100522468	0.0361437	0.08442616	0.13233486	0.0858975899999999	0.06672348	0.265757876	0.14946773	0.100423505	0.03786526	0.11478042	0.0395359	0.0691607249999999
0.06466606	0.136751257	0.10740125	0.18110745	0.111182398	0.17946262	0.0501957499999999	0.05694993	0.14911954	0.262976185	0.085678975	0.1138021	0.05604724	0.1188676155	0.07857675	0.1702927	0.1725035	0.114090262	0.31874995	0.0845043199999999	0.07369075	0.20280886	0.19476272	0.11942984	0.10773725	0.20435445	0.07934091	0.10406333	0.2048333	0.0535643949999999
0.0595867899999999	0.062882287	0.135991335	0.1380754	0.0415069179999999	0.0725089199999999	0.11266321	0.1095697	0.0707927499999999	0.18720166	0.071419295	0.1457177	0.08469388	0.02302135	0.05847002	0.0836376999999999	0.0707130399999999	0.11186749	0.13206115	0.129699315	0.05870334	0.06259348	0.0794846399999999	0.0674953149999999	0.03813525	0.0958469	0.1399118	0.0981816299999999	0.0550131499999999	0.129944205
0.04914728	0.10884087	0.04566472	0.1427453465	0.102652745	0.10995862	0.02717706	0.06887725	0.15505705	0.13872575	0.08198078	0.0570988	0.0287515999999999	0.09167935	0.09712908	0.15896575	0.17718447	0.06447615	0.17309555	0.043652375	0.05625436	0.19718614	0.0751437999999999	0.0812636999999999	0.0841905	0.18837485	0.059468	0.0386413	0.1587208	0.044763
0.04432955	0.0814054699999999	0.08062838	0.0525180844999999	0.07834681	0.1117071	0.13294778	0.0839632	0.0697134	0.1067942	0.16467834	0.11342255	0.11334971	0.0995442	0.0554914	0.1307963	0.08444488	0.06290219	0.12837045	0.09349722	0.099291695	0.053907155	0.09610425	0.154180365	0.206584565	0.10508365	0.1487735	0.05687915	0.0546584	0.0512745649999999
